Time,tunde_Arm_1_X (rad/s),tunde_Arm_1_Y (rad/s),tunde_Arm_1_Z (rad/s),tunde_Arm_1_X (m/s^2),tunde_Arm_1_Y (m/s^2),tunde_Arm_1_Z (m/s^2),tunde_Been_1_X (rad/s),tunde_Been_1_Y (rad/s),tunde_Been_1_Z (rad/s),tunde_Been_1_X (m/s^2),tunde_Been_1_Y (m/s^2),tunde_Been_1_Z (m/s^2),tunde_1_Distance (meters),tunde_1_Pace (seconds),tunde_Arm_1_HR (bpm)
00:00:00.000,-0.0025695565156799998,0.019913302688999997,0.0067740439087409995,-5.447741363499999,4.000386154099999,7.0248168182,-0.005894187302599998,0.0063587932613,-0.0030694954097879997,-8.887932449400001,-3.9630537871000002,1.1608809356600003,,,98.0
00:00:00.100,0.00137808204169,-0.014144004718200005,0.0003946406761999997,-5.519721679777778,4.025994567666667,7.035885467444444,-0.013282906404399997,0.008173261932099999,-0.0015059168915999995,-8.9598279419,-3.9999071502999994,1.02574195854,,,
00:00:00.200,-0.0036014490528,0.012184661079199998,-0.0054285829651,-5.479969345,4.0492595216,7.0285290987,0.010555261594500001,-0.0011566651522900001,-0.006916101463047,-8.8450166932,-4.0340810852,1.05214704901,,,
00:00:00.300,0.0020705731125999997,-0.0061817903063000005,0.0018874850705300004,-5.5285133973,4.0349343111,7.011554397399999,0.00737357098858,-0.004015064588000002,-0.003494333288700001,-8.903051010000002,-3.9781873169,1.10718759164,,,
00:00:00.400,0.025871721655000002,0.048853675375100006,-0.052939474956,-5.409436019899999,4.235621978800001,6.791167694099999,0.134251971164,-0.0539261695467,-0.020201358058799995,-9.123010420454547,-3.641681629454546,1.0886316335000001,,,
00:00:00.500,0.042490195298,0.07092933913164699,-0.046186272614000004,-5.4734578858,4.2796753693,6.8448460692,0.06943191922799999,0.025764336903,0.070533067359,-9.0797585449,-3.4233810424,1.4091247101,,,
00:00:00.600,-0.06536320880488888,0.07911866169333333,-0.16242552963333332,-5.5707405853,4.1223824617,7.033004791399999,0.30087691545,-0.0030513349475000005,0.08635522722500001,-9.183956863299999,-3.6290533447,1.0350975036799999,,,
00:00:00.700,-0.033514320943000005,-0.1034743893933,-0.0717084106887,-5.8175323792,3.9663918456000005,6.644532623500001,0.31379967630000005,0.11137319879,0.18035053164,-9.036184158500001,-3.4427357942,1.2453502806799999,,,
00:00:00.800,-0.083062522853,0.09194216456019999,-0.28996856809000005,-5.6671550903000005,4.280528595,7.052284698699999,0.23235752729000003,0.1008496619292,0.19049189388999999,-9.173613372800002,-3.44331958,1.4684762879000002,,,
00:00:00.900,-0.081953104217,0.036732834948,-0.25569236279,-5.615063415500001,3.596511016800001,6.7468598328,0.29699570238,0.10095406732800001,0.22139998973,-8.9919062347,-3.1382240294999995,1.16366514575,,,
00:00:01.000,0.0032019432034600037,0.09726127414300001,0.028381699510000004,-5.628610244799999,3.9994880218999995,6.8767597045999995,0.33886152507,0.10427807569999999,0.19298958183,-9.296148559599999,-3.0956226196,1.3548625489,,,98.0
