"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.080162497E-2,-6.856042786E0,5.149591370E0,4.610562286E0
2.079762495E-2,-6.878645782E0,5.169350281E0,4.622537384E0
3.079362499E-2,-6.939868469E0,5.144951019E0,4.668342133E0
4.078962497E-2,-6.991511078E0,5.101541290E0,4.679868164E0
5.078562500E-2,-6.983727264E0,5.065017242E0,4.643493805E0
6.078162498E-2,-6.961872711E0,5.054838409E0,4.619094543E0
7.077762496E-2,-6.918313293E0,5.064119110E0,4.575385437E0
8.077462501E-2,-6.878945160E0,5.065615997E0,4.581522675E0
9.077062499E-2,-6.873256989E0,5.067561951E0,4.597689056E0
1.007666250E-1,-6.882687378E0,5.067711639E0,4.629872131E0
1.107626250E-1,-6.886878662E0,5.083728333E0,4.648134155E0
1.207586250E-1,-6.885082397E0,5.099595337E0,4.675676880E0
1.307546250E-1,-6.884783020E0,5.115013275E0,4.683610382E0
1.407506250E-1,-6.903045044E0,5.089266815E0,4.666994934E0
1.507466250E-1,-6.928192749E0,5.054539032E0,4.669389954E0
1.607426250E-1,-6.940916290E0,5.017715607E0,4.674329681E0
1.707396250E-1,-6.965016174E0,5.019661560E0,4.660408630E0
1.807356250E-1,-6.976691895E0,5.030738525E0,4.588558044E0
1.907316250E-1,-6.991211700E0,5.061873779E0,4.554429016E0
2.007276250E-1,-7.027286682E0,5.098547516E0,4.571942596E0
2.107236250E-1,-7.055877228E0,5.108277283E0,4.572840729E0
2.207196250E-1,-7.061266022E0,5.143753510E0,4.772525482E0
2.307156250E-1,-7.109316101E0,5.248834991E0,4.907544708E0
2.407116250E-1,-7.112160187E0,5.309159546E0,4.753964081E0
2.507076250E-1,-6.896458740E0,5.223537598E0,4.293222198E0
2.607046250E-1,-6.770869904E0,5.129682770E0,4.953199768E0
2.707006250E-1,-7.145091705E0,5.150788879E0,5.417833557E0
2.806966250E-1,-7.126829681E0,5.410199432E0,4.868026886E0
2.906926250E-1,-6.948400726E0,5.256169739E0,4.660857697E0
3.006886250E-1,-6.857689362E0,5.150788879E0,4.909640350E0
3.106846250E-1,-6.540798340E0,5.137466583E0,4.843328247E0
3.206806250E-1,-6.555318146E0,4.992418213E0,4.685855713E0
3.306766250E-1,-6.656507721E0,4.883295135E0,4.739893341E0
3.406736250E-1,-6.617738342E0,4.990472260E0,4.797074432E0
3.506696250E-1,-6.493047638E0,5.113217010E0,4.611460419E0
3.606656250E-1,-6.481521606E0,5.165009308E0,4.566404114E0
3.706616250E-1,-6.612199860E0,5.160069580E0,4.659660187E0
3.806576250E-1,-6.746320953E0,5.069657593E0,4.747677155E0
3.906536250E-1,-6.864275665E0,4.995561676E0,4.848717041E0
4.006496250E-1,-6.993606720E0,5.018014984E0,4.898713074E0
4.106456250E-1,-7.084018707E0,5.090015259E0,4.910239105E0
4.206416250E-1,-7.081623688E0,5.126239929E0,4.919220428E0
4.306386250E-1,-7.004533997E0,5.124892731E0,4.894821167E0
4.406346250E-1,-6.882986755E0,5.100792847E0,4.867877197E0
4.506306250E-1,-6.782096558E0,5.104085999E0,4.835544434E0
4.606266250E-1,-6.698869629E0,5.146447906E0,4.792434082E0
4.706226250E-1,-6.619983673E0,5.210514679E0,4.737049255E0
4.806186250E-1,-6.554869080E0,5.269791412E0,4.649032288E0
4.906146250E-1,-6.532415771E0,5.310806122E0,4.534969482E0
5.006106250E-1,-6.495442657E0,5.375771027E0,4.432432709E0
5.106066250E-1,-6.436165924E0,5.463787994E0,4.366270294E0
5.206036250E-1,-6.380781097E0,5.614225159E0,4.259392548E0
5.305996250E-1,-6.239325256E0,5.880371704E0,4.166884918E0
5.405956250E-1,-5.972430267E0,6.291117554E0,3.986510010E0
5.505916250E-1,-5.522316284E0,6.945856018E0,3.767216034E0
5.605876250E-1,-5.023703156E0,7.947423248E0,3.530408478E0
