"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.061038333E0,-8.344004154E-1,-3.648023605E-1,7.872175574E-1,1.203750929E0
3.070981333E0,-7.635946870E-1,-2.967340946E-1,8.105247021E-1,1.152422779E0
3.080924333E0,-7.586365938E-1,-1.427690387E-1,7.835253477E-1,1.099920202E0
3.090866333E0,-8.244475126E-1,2.701334096E-2,7.338904142E-1,1.104100793E0
3.100809333E0,-9.399113059E-1,1.370524764E-1,6.867708564E-1,1.172122371E0
3.110751333E0,-1.064178944E0,1.536314636E-1,6.613243818E-1,1.262311130E0
3.120694333E0,-1.148344636E0,1.101077944E-1,6.902573109E-1,1.344349019E0
3.130636333E0,-1.197443128E0,9.156150743E-3,8.156024814E-1,1.448848262E0
3.140579333E0,-1.202699184E0,-1.829422861E-1,1.035863280E0,1.597800345E0
3.150521333E0,-1.189243555E0,-4.478155077E-1,1.330910087E0,1.840152336E0
3.160464333E0,-1.207781792E0,-7.414083481E-1,1.610416412E0,2.145195613E0
3.170407333E0,-1.251061678E0,-8.906465769E-1,1.791945457E0,2.359973553E0
3.180349333E0,-1.315697074E0,-7.516360879E-1,1.827169776E0,2.373723865E0
3.190292333E0,-1.421320915E0,-3.648676276E-1,1.640722394E0,2.201193200E0
3.200234333E0,-1.497063041E0,1.437810063E-1,1.300690889E0,1.988383141E0
3.210177333E0,-1.489016891E0,5.953987837E-1,9.656829238E-1,1.871954733E0
3.220119333E0,-1.418857098E0,7.449952960E-1,8.304364681E-1,1.804937168E0
3.230062333E0,-1.360293388E0,5.376919508E-1,8.999095559E-1,1.717366573E0
3.240004333E0,-1.285623431E0,2.005149722E-1,1.072810531E0,1.686403361E0
3.249947333E0,-1.196771860E0,-1.023578122E-1,1.337188959E0,1.797446611E0
3.259890333E0,-1.140856266E0,-4.212203324E-1,1.632483006E0,2.035676878E0
3.269832333E0,-1.102351427E0,-5.579568744E-1,1.840508342E0,2.216746602E0
3.279775333E0,-1.061044455E0,-4.315769374E-1,1.863766432E0,2.187624122E0
3.289717333E0,-9.942920208E-1,-7.083763927E-2,1.680979490E0,1.954309761E0
3.299660333E0,-9.135749340E-1,3.315512836E-1,1.403775692E0,1.707375649E0
3.309602333E0,-8.024097681E-1,5.792279840E-1,1.188792467E0,1.546801223E0
3.319545333E0,-6.929898858E-1,5.751492977E-1,1.110529661E0,1.429792931E0
3.329487333E0,-5.888466835E-1,3.464193940E-1,1.165122628E0,1.350650788E0
3.339430333E0,-5.084002614E-1,-4.815608263E-3,1.314807534E0,1.409685379E0
3.349373333E0,-4.924140573E-1,-3.861762583E-1,1.515202403E0,1.639341950E0
3.359315333E0,-5.431758165E-1,-7.294709682E-1,1.720868349E0,1.946421264E0
3.369258333E0,-5.858125091E-1,-8.495427966E-1,1.827652097E0,2.098859558E0
3.379200333E0,-5.771710873E-1,-5.522204638E-1,1.734853625E0,1.909919110E0
3.389143333E0,-5.379145145E-1,-2.369618416E-2,1.469166279E0,1.564724605E0
3.399085333E0,-5.412722230E-1,4.041036665E-1,1.138307452E0,1.323638640E0
3.409028333E0,-5.882253647E-1,6.177144647E-1,8.506402373E-1,1.204644783E0
3.418970333E0,-6.382459402E-1,5.863055587E-1,6.727084517E-1,1.097109270E0
3.428913333E0,-6.352367997E-1,3.717629015E-1,6.467325091E-1,9.797940524E-1
3.438856333E0,-6.071252227E-1,8.604922891E-2,7.554915547E-1,9.730226077E-1
3.448798333E0,-5.630275011E-1,-1.878020316E-1,9.615464807E-1,1.129973984E0
3.458741333E0,-5.110045075E-1,-4.243868589E-1,1.209292054E0,1.379716306E0
3.468683333E0,-4.260537028E-1,-5.772065520E-1,1.435961962E0,1.605202765E0
3.478626333E0,-2.750736177E-1,-4.669481218E-1,1.533056974E0,1.626028822E0
3.488568333E0,-1.081852913E-1,-1.932185739E-1,1.465709686E0,1.482343536E0
3.498511333E0,3.929567710E-2,1.088063642E-1,1.286521554E0,1.291712307E0
3.508453333E0,1.312724650E-1,2.897806764E-1,1.082988620E0,1.128746938E0
3.518396333E0,1.649476588E-1,2.980644703E-1,9.341090918E-1,9.942886673E-1
3.528339333E0,1.594402343E-1,1.400117427E-1,8.758926392E-1,9.012282684E-1
3.538281333E0,1.294120103E-1,-8.409783989E-2,9.172523618E-1,9.301461231E-1
3.548224333E0,9.202761203E-2,-2.578363419E-1,1.043478727E0,1.078794010E0
3.558166333E0,3.649618477E-2,-3.961015344E-1,1.232464075E0,1.295066058E0
3.568109333E0,-2.974169329E-2,-4.960928559E-1,1.474584222E0,1.556082041E0
3.578051333E0,-6.337106973E-2,-4.722730517E-1,1.679470062E0,1.745759840E0
3.587994333E0,-2.211816981E-2,-2.123157829E-1,1.725463152E0,1.738617351E0
3.597936333E0,4.475212097E-2,1.617173254E-1,1.616121411E0,1.624808808E0
3.607879333E0,9.289647639E-2,5.017350912E-1,1.424671769E0,1.513293596E0
3.617822333E0,1.029312760E-1,6.936176419E-1,1.246901393E0,1.430546526E0
3.627764333E0,6.234017387E-2,7.550618649E-1,1.169260621E0,1.393260606E0
3.637707333E0,-2.388608269E-2,6.298339367E-1,1.198383093E0,1.354024878E0
3.647649333E0,-1.335467994E-1,3.059833646E-1,1.284916162E0,1.327580548E0
3.657592333E0,-2.038053870E-1,7.024027407E-2,1.453889728E0,1.469784226E0
3.667534333E0,-2.364608049E-1,-1.114344448E-1,1.671594620E0,1.691910140E0
3.677477333E0,-2.553268671E-1,-1.420894414E-1,1.901014924E0,1.923340573E0
3.687419333E0,-2.434291840E-1,-6.096504256E-2,1.930355310E0,1.946598605E0
3.697362333E0,-1.713519692E-1,2.502945662E-1,1.779612899E0,1.805278631E0
3.707305333E0,-2.058766484E-1,6.005511284E-1,1.519898534E0,1.647160710E0
3.717247333E0,-3.204982579E-1,8.795601726E-1,1.351785898E0,1.644284144E0
3.727190333E0,-5.083363652E-1,8.821554184E-1,1.321533203E0,1.668248797E0
3.737132333E0,-7.015955448E-1,7.729452848E-1,1.377163291E0,1.728079701E0
3.747075333E0,-9.765331149E-1,6.547914743E-1,1.427859187E0,1.849635277E0
3.757017333E0,-1.259770513E0,5.870835185E-1,1.581611991E0,2.105513071E0
3.766960333E0,-1.418028831E0,5.137427449E-1,1.847624779E0,2.385048154E0
3.776902333E0,-1.447565317E0,4.581506848E-1,2.123322964E0,2.610334807E0
3.786845333E0,-1.109253883E0,4.657689035E-1,2.301577806E0,2.597045484E0
3.796788333E0,-5.176184177E-1,4.946771264E-1,2.259253740E0,2.369991930E0
3.806730333E0,8.893914521E-2,5.331922770E-1,1.956901073E0,2.030188658E0
3.816673333E0,6.045680642E-1,4.759203792E-1,1.524797797E0,1.707925957E0
3.826615333E0,9.339656830E-1,2.095531374E-1,1.132579207E0,1.482882354E0
3.836558333E0,1.079899907E0,-1.074116528E-1,8.595144749E-1,1.384372134E0
3.846500333E0,1.114898562E0,-4.134328365E-1,7.254397869E-1,1.392906457E0
3.856443333E0,1.130184412E0,-6.745250225E-1,7.086074352E-1,1.494799421E0
3.866385333E0,1.137876153E0,-8.170171976E-1,7.458142042E-1,1.586983953E0
3.876328333E0,1.136504650E0,-8.559696674E-1,7.755880356E-1,1.620451694E0
3.886271333E0,1.136993289E0,-8.455556035E-1,7.532260418E-1,1.604701682E0
3.896213542E0,1.173266053E0,-8.298953176E-1,6.427217722E-1,1.574284201E0
3.906156542E0,1.285922050E0,-8.527306318E-1,4.533632994E-1,1.608192567E0
3.916098542E0,1.472958326E0,-9.665811062E-1,2.280311733E-1,1.776480645E0
3.926041542E0,1.746285200E0,-1.065165877E0,-1.986837015E-2,2.045601403E0
3.935983542E0,2.028258801E0,-1.077056527E0,-2.711428404E-1,2.312445235E0
3.945926542E0,2.199039936E0,-1.053509712E0,-4.507304430E-1,2.479680884E0
3.955868542E0,2.178758383E0,-1.039241910E0,-5.890665054E-1,2.484755760E0
3.965811542E0,2.005137920E0,-9.296438694E-1,-7.012722492E-1,2.318749355E0
3.975754542E0,1.748094082E0,-7.278948426E-1,-8.096598983E-1,2.059420543E0
3.985696542E0,1.506595135E0,-6.638905406E-1,-9.215246439E-1,1.886739839E0
3.995639542E0,1.362539291E0,-5.443066955E-1,-1.075805306E0,1.819379058E0
4.005581542E0,1.298212767E0,-2.863986790E-1,-1.349217057E0,1.894140243E0
4.015524542E0,1.280598164E0,-1.489211470E-1,-1.670408010E0,2.110064474E0
4.025466542E0,1.329851985E0,-2.423035651E-1,-1.938566446E0,2.363314872E0
4.035409542E0,1.462701917E0,-4.479466677E-1,-2.147032976E0,2.636267004E0
4.045351542E0,1.661560416E0,-7.100408673E-1,-2.299376011E0,2.924392431E0
4.055294542E0,1.873900652E0,-9.267391562E-1,-2.388005257E0,3.173786102E0
4.065237542E0,2.050122738E0,-9.269383550E-1,-2.474891424E0,3.344742967E0
4.075179542E0,2.157733440E0,-9.677703977E-1,-2.566547394E0,3.489922444E0
4.085122542E0,2.199944019E0,-9.874565005E-1,-2.502367735E0,3.475150113E0
4.095064542E0,2.168944597E0,-8.549877405E-1,-2.371643066E0,3.325660166E0
4.105007542E0,2.036457062E0,-6.387408972E-1,-2.225293159E0,3.083354820E0
4.114949542E0,1.828607202E0,-5.310797095E-1,-2.029223442E0,2.782732063E0
4.124892542E0,1.591217518E0,-6.674934626E-1,-1.781698227E0,2.480316368E0
4.134834542E0,1.415619850E0,-8.685928583E-1,-1.499514461E0,2.237627478E0
4.144777542E0,1.347311616E0,-9.528137445E-1,-1.246350646E0,2.067968219E0
4.154720542E0,1.367544055E0,-9.902122617E-1,-1.081725717E0,2.005200138E0
4.164662542E0,1.472663283E0,-1.044615626E0,-9.893986583E-1,2.058851296E0
4.174605542E0,1.659930944E0,-1.085860133E0,-9.612565637E-1,2.204195352E0
4.184547542E0,1.859245658E0,-1.085516334E0,-9.715079069E-1,2.361983857E0
4.194490542E0,1.989173651E0,-1.080355287E0,-1.009295106E0,2.478438212E0
4.204432542E0,2.024157524E0,-1.037949562E0,-1.038649201E0,2.500668938E0
4.214375542E0,1.942388892E0,-9.141834378E-1,-1.043321609E0,2.386865297E0
4.224318542E0,1.732599497E0,-7.399112582E-1,-1.093432426E0,2.178293864E0
4.234260542E0,1.453813791E0,-6.770953536E-1,-1.117545724E0,1.954722769E0
4.244203542E0,1.202703714E0,-6.266502738E-1,-1.099037886E0,1.745586166E0
4.254145542E0,1.017333508E0,-7.503794432E-1,-1.047588706E0,1.641791360E0
4.264088542E0,9.713367820E-1,-9.029836655E-1,-9.408718348E-1,1.626073324E0
4.274030542E0,1.104567766E0,-9.983107448E-1,-8.289372325E-1,1.704063153E0
4.283973542E0,1.378914118E0,-1.051636457E0,-7.569339275E-1,1.892166048E0
4.293915542E0,1.679507732E0,-1.078034401E0,-7.438359261E-1,2.129834801E0
4.303858542E0,1.884782314E0,-1.034001589E0,-7.983303070E-1,2.293228060E0
4.313801542E0,1.951503038E0,-9.679372311E-1,-8.896447420E-1,2.353026638E0
4.323743542E0,1.883840680E0,-8.240903020E-1,-9.661677480E-1,2.271884823E0
4.333686542E0,1.737214684E0,-7.266278267E-1,-9.450817108E-1,2.106912978E0
4.343628542E0,1.570702910E0,-6.717494130E-1,-8.341847658E-1,1.901109973E0
4.353571542E0,1.431556463E0,-5.807040930E-1,-6.507929564E-1,1.676336071E0
4.363513542E0,1.346130729E0,-5.169267058E-1,-4.170536995E-1,1.501071266E0
4.373456542E0,1.295891762E0,-3.991662860E-1,-2.655911744E-1,1.381740878E0
4.383399542E0,1.253817320E0,-3.871700764E-1,-2.671265006E-1,1.339147157E0
4.393341542E0,1.184381843E0,-4.133107960E-1,-3.270697296E-1,1.296364444E0
4.403284542E0,1.120786309E0,-4.019622803E-1,-4.740895331E-1,1.281599201E0
4.413226542E0,1.115226030E0,-3.698963523E-1,-6.343623996E-1,1.335278272E0
4.423169542E0,1.163784742E0,-3.954475224E-1,-7.028810382E-1,1.415915048E0
4.433111542E0,1.269740939E0,-4.726991653E-1,-6.494018435E-1,1.502467739E0
4.443054542E0,1.381974578E0,-4.549316168E-1,-5.442394614E-1,1.553387621E0
4.452996542E0,1.408330560E0,-3.092748225E-1,-4.520072937E-1,1.511077918E0
4.462939542E0,1.304379106E0,-1.617759168E-1,-3.741388619E-1,1.366585594E0
4.472882542E0,1.110601068E0,-7.771326602E-2,-2.966836989E-1,1.152169823E0
4.482824542E0,9.039357305E-1,-5.993269850E-3,-2.438849360E-1,9.362775155E-1
4.492767542E0,7.549986243E-1,7.266192138E-2,-1.832171232E-1,7.803019875E-1
4.502709542E0,6.584649086E-1,1.594873667E-1,-1.108358651E-1,6.865106299E-1
4.512652542E0,5.868435502E-1,2.077555805E-1,-4.898503423E-2,6.244575784E-1
4.522594542E0,5.245983005E-1,2.700091302E-1,3.252153844E-2,5.909026635E-1
4.532537542E0,3.832316101E-1,3.582963645E-1,1.044401973E-1,5.349303755E-1
4.542480542E0,1.239571571E-1,4.030979276E-1,1.653136760E-1,4.529701177E-1
4.552422542E0,-1.732324213E-1,3.791383505E-1,2.233060598E-1,4.728857758E-1
4.562365542E0,-4.728370011E-1,3.560876250E-1,2.607671320E-1,6.468173803E-1
4.572307542E0,-7.946533561E-1,3.597143590E-1,2.507205904E-1,9.075952792E-1
4.582250542E0,-1.145062447E0,3.927090466E-1,1.944717020E-1,1.226053688E0
4.592192542E0,-1.529770851E0,4.406157732E-1,1.444762349E-1,1.598503831E0
4.602135542E0,-1.954060078E0,5.322868228E-1,1.118980572E-1,2.028349384E0
4.612077542E0,-2.432680845E0,6.384894848E-1,9.742558002E-2,2.516961792E0
4.622020542E0,-2.964765787E0,6.755295396E-1,1.005292311E-1,3.042413920E0
4.631963542E0,-3.461230278E0,5.394781232E-1,1.451012939E-1,3.506024254E0
4.641905542E0,-3.837006569E0,2.981835008E-1,2.172809541E-1,3.854704116E0
4.651848542E0,-4.051283360E0,1.140542477E-1,2.755553722E-1,4.062245191E0
4.661790542E0,-4.123883247E0,5.507747829E-2,3.071212769E-1,4.135670447E0
4.671733542E0,-4.132675648E0,9.564238042E-2,3.155713379E-1,4.145810023E0
4.681675542E0,-4.124719620E0,8.915252239E-2,3.085059822E-1,4.137201476E0
4.691618542E0,-4.117958069E0,4.351635277E-2,3.193772137E-1,4.130553732E0
4.701561542E0,-4.141900539E0,-5.289380625E-2,3.370787203E-1,4.155930690E0
4.711503542E0,-4.127160072E0,-1.649800092E-1,4.193103611E-1,4.151685181E0
4.721446542E0,-4.025117397E0,3.623086587E-2,5.077222586E-1,4.057174464E0
4.731388542E0,-3.898797750E0,4.489066303E-1,5.537229776E-1,3.963426573E0
4.741331542E0,-3.836798668E0,8.274483681E-1,6.075435877E-1,3.971750751E0
4.751273542E0,-3.882220268E0,1.012121797E0,6.562831998E-1,4.065308399E0
4.761216542E0,-3.979945183E0,9.801126719E-1,7.112559080E-1,4.160104503E0
4.771159542E0,-4.078318119E0,7.294194102E-1,7.879387736E-1,4.217295207E0
4.781101542E0,-4.127525806E0,4.637552798E-1,8.383713365E-1,4.237263827E0
4.791044542E0,-4.067881107E0,2.721557915E-1,8.392165303E-1,4.162452386E0
4.800986542E0,-3.906689405E0,1.468130350E-1,7.997357249E-1,3.990407674E0
4.810929542E0,-3.732395172E0,1.741253287E-1,7.109997272E-1,3.803500225E0
4.820871542E0,-3.571949482E0,2.626112700E-1,5.819647908E-1,3.628563187E0
4.830814542E0,-3.467874527E0,4.481129348E-1,4.536595643E-1,3.526012753E0
4.840757542E0,-3.437395334E0,5.827013254E-1,3.453767598E-1,3.503500053E0
4.850699542E0,-3.476454973E0,5.778116584E-1,2.785502076E-1,3.535137297E0
4.860642542E0,-3.533538580E0,4.196532071E-1,2.778466046E-1,3.569201934E0
4.870584542E0,-3.525687456E0,1.903373301E-1,3.284598589E-1,3.546066302E0
4.880527542E0,-3.416872025E0,1.092440709E-1,4.293262661E-1,3.445470903E0
4.890469542E0,-3.214141607E0,8.790735900E-2,4.606610239E-1,3.248175265E0
4.900412917E0,-2.906741858E0,2.150360048E-1,3.709300756E-1,2.938192953E0
4.910354917E0,-2.548540354E0,3.725074232E-1,2.385429740E-1,2.586643088E0
4.920297917E0,-2.126335859E0,4.590460360E-1,2.113097608E-1,2.185561544E0
4.930240917E0,-1.768980980E0,4.013620913E-1,2.590683401E-1,1.832348668E0
4.940182917E0,-1.557357907E0,1.920219362E-1,2.875870764E-1,1.595287561E0
4.950125917E0,-1.424084306E0,-9.707005322E-2,3.378800750E-1,1.466833886E0
4.960067917E0,-1.339270353E0,-4.464754462E-1,4.689949453E-1,1.487595934E0
4.970010917E0,-1.303429127E0,-8.920533657E-1,6.033795476E-1,1.690784899E0
4.979952917E0,-1.272809148E0,-1.153972864E0,6.006074548E-1,1.820007091E0
4.989895917E0,-1.235826492E0,-1.133147359E0,4.435216188E-1,1.734359098E0
4.999838917E0,-1.118184447E0,-7.720722556E-1,2.377189100E-1,1.379471749E0
5.009780917E0,-9.630684853E-1,-2.529709935E-1,6.828908622E-2,9.980774670E-1
5.019723917E0,-8.111972213E-1,1.859938204E-1,4.989737645E-3,8.322616959E-1
5.029665917E0,-7.209344506E-1,3.949298859E-1,4.751712456E-2,8.233917500E-1
5.039608917E0,-7.032827735E-1,3.664990366E-1,1.508205980E-1,8.072639321E-1
5.049550917E0,-7.105089426E-1,2.356959134E-1,2.887295783E-1,8.023342760E-1
5.059493917E0,-7.292831540E-1,4.258902743E-2,4.499751925E-1,8.579891712E-1
5.069436917E0,-7.681742311E-1,-2.759493291E-1,5.223717093E-1,9.690778525E-1
5.079378917E0,-7.384973168E-1,-4.211608469E-1,5.119121671E-1,9.923753387E-1
5.089321917E0,-6.909562945E-1,-2.977752388E-1,4.199126959E-1,8.616364465E-1
5.099263917E0,-6.490192413E-1,-9.117012471E-2,3.068836033E-1,7.236819144E-1
5.109206917E0,-6.407792568E-1,7.268802822E-2,2.135030627E-1,6.793122722E-1
5.119148917E0,-6.768366098E-1,1.420250237E-1,1.504053175E-1,7.077433598E-1
5.129091917E0,-7.708210945E-1,1.346297711E-1,1.065762639E-1,7.897144009E-1
5.139033917E0,-9.017642140E-1,4.654598609E-2,9.775960445E-2,9.082412492E-1
5.148976917E0,-1.057836056E0,-4.461248964E-2,9.162744880E-2,1.062733732E0
5.158919917E0,-1.246664047E0,-1.200491861E-1,5.111384392E-2,1.253473446E0
5.168861917E0,-1.409614325E0,-2.651107311E-1,7.643662393E-4,1.434328006E0
5.178804917E0,-1.464362502E0,-3.186530471E-1,-5.428849906E-2,1.499614798E0
5.188746917E0,-1.385308743E0,-2.067210078E-1,-9.330745786E-2,1.403752175E0
5.198689917E0,-1.204376698E0,2.241578139E-2,-1.046037823E-1,1.209118542E0
5.208631917E0,-9.720885754E-1,2.228776664E-1,-7.435443997E-2,1.000079614E0
5.218574917E0,-7.335519195E-1,2.819367349E-1,-6.251549348E-3,7.858917374E-1
5.228517917E0,-5.288457870E-1,2.266985178E-1,7.543157041E-2,5.803102672E-1
5.238459917E0,-3.666238487E-1,1.131360084E-1,1.531114578E-1,4.131052182E-1
5.248402917E0,-2.303657085E-1,-2.121028490E-2,2.002011389E-1,3.059390982E-1
5.258344917E0,-1.200874001E-1,-1.175493374E-1,2.065469176E-1,2.662714020E-1
5.268287917E0,-3.990131617E-2,-1.646257043E-1,1.983464658E-1,2.608353083E-1
5.278229917E0,-8.166555315E-3,-1.051522642E-1,1.743588299E-1,2.037760851E-1
5.288172917E0,-3.959396854E-2,7.890945673E-2,1.393640935E-1,1.649749535E-1
5.298115917E0,-1.527221203E-1,3.302295804E-1,7.615584135E-2,3.717194291E-1
5.308057917E0,-3.437193334E-1,4.715878367E-1,6.355422735E-2,5.870069912E-1
5.318000917E0,-5.678525567E-1,4.511922896E-1,7.180602849E-2,7.288258462E-1
5.327942917E0,-8.150016069E-1,3.184634149E-1,9.094280750E-2,8.797256164E-1
5.337885917E0,-1.066671610E0,2.096746117E-1,1.136012524E-1,1.093003665E0
5.347827917E0,-1.290827274E0,8.177432418E-2,2.113359272E-1,1.310566659E0
5.357770917E0,-1.439546943E0,-4.800417647E-2,2.748416662E-1,1.466334799E0
5.367713917E0,-1.512970924E0,-8.245554566E-2,2.701448202E-1,1.539109534E0
5.377655917E0,-1.510200620E0,-4.253316298E-2,2.044105530E-1,1.524565071E0
5.387598917E0,-1.443221688E0,1.817041263E-2,1.227090210E-1,1.448542892E0
5.397540917E0,-1.329386711E0,5.078054965E-2,4.425574839E-2,1.331092132E0
5.407483917E0,-1.170864940E0,1.442142390E-2,-2.480900660E-2,1.171216535E0
5.417425917E0,-9.781873822E-1,-9.289810807E-2,-7.762028277E-2,9.856497966E-1
5.427368917E0,-7.815105319E-1,-2.075091153E-1,-1.202561706E-1,8.174841228E-1
5.437311917E0,-5.974192619E-1,-3.052585721E-1,-1.616020203E-1,6.900780994E-1
5.447253917E0,-4.222655296E-1,-3.499280512E-1,-2.040554583E-1,5.851465189E-1
5.457196917E0,-2.549894750E-1,-3.229811192E-1,-2.493124306E-1,4.811373232E-1
5.467138917E0,-1.078182310E-1,-2.369453162E-1,-2.965182662E-1,3.945769076E-1
5.477081917E0,2.577951178E-2,-1.201627776E-1,-3.361804485E-1,3.579398976E-1
5.487023917E0,1.412475109E-1,7.121141069E-3,-3.575089276E-1,3.844661276E-1
5.496966917E0,2.533876598E-1,8.163824677E-2,-3.566170335E-1,4.450233904E-1
5.506909917E0,3.270950615E-1,1.085991710E-1,-3.251260817E-1,4.738057917E-1
5.516851917E0,3.577312529E-1,5.999888107E-2,-2.732189298E-1,4.541146316E-1
5.526794917E0,3.469379544E-1,-2.073341049E-2,-2.276971042E-1,4.155018529E-1
5.536736917E0,3.299429715E-1,-6.895127147E-2,-1.958049536E-1,3.898156258E-1
5.546679917E0,3.269116580E-1,-7.292836159E-2,-1.697297841E-1,3.754969743E-1
5.556621917E0,3.259947300E-1,-6.008873507E-2,-1.593035012E-1,3.677782288E-1
5.566564917E0,3.405881226E-1,-9.212080389E-2,-1.713635325E-1,3.922396870E-1
5.576507917E0,3.736155927E-1,-7.250981778E-2,-1.894967258E-1,4.251532593E-1
5.586449917E0,4.396698177E-1,-5.616763607E-2,-2.249286920E-1,4.970485574E-1
5.596392917E0,5.287717581E-1,-4.390990362E-2,-2.778129578E-1,5.989221079E-1
5.606334917E0,6.610319614E-1,-8.299598098E-2,-3.544462621E-1,7.546414643E-1
5.616277917E0,8.495070934E-1,-2.070425749E-1,-4.395971000E-1,9.786595628E-1
5.626219917E0,1.087173104E0,-3.232937455E-1,-5.220819712E-1,1.248612746E0
5.636162917E0,1.359163404E0,-3.778459430E-1,-5.970581770E-1,1.531852206E0
5.646105917E0,1.603269458E0,-4.411591291E-1,-6.603431106E-1,1.789175049E0
5.656047917E0,1.832058668E0,-5.171098113E-1,-7.116129398E-1,2.032297837E0
5.665990917E0,2.051173687E0,-5.548144579E-1,-7.502800822E-1,2.253453523E0
5.675932917E0,2.244496822E0,-5.418695807E-1,-7.981826663E-1,2.443048136E0
5.685875917E0,2.430708885E0,-4.524942935E-1,-8.324512839E-1,2.608844938E0
5.695817917E0,2.599261761E0,-3.475199640E-1,-8.383608460E-1,2.753140159E0
5.705760917E0,2.763277292E0,-2.745105922E-1,-8.451442719E-1,2.902641263E0
5.715703917E0,2.901360273E0,-2.328334600E-1,-8.658043146E-1,3.036728497E0
5.725645917E0,3.025405645E0,-2.876627743E-1,-8.931558728E-1,3.167578981E0
5.735588917E0,3.139904499E0,-4.499174654E-1,-9.261380434E-1,3.304414875E0
5.745530917E0,3.250002623E0,-5.634097457E-1,-9.739020467E-1,3.439248869E0
5.755473917E0,3.348698139E0,-6.266185045E-1,-1.032669306E0,3.559892677E0
5.765415917E0,3.425956726E0,-6.134302020E-1,-1.080155611E0,3.644202553E0
5.775358917E0,3.487212896E0,-5.278758407E-1,-1.108321190E0,3.696982898E0
5.785301917E0,3.534998655E0,-3.774300218E-1,-1.115154624E0,3.725887646E0
5.795243917E0,3.552735806E0,-2.646190524E-1,-1.128113031E0,3.736923060E0
5.805186917E0,3.541647434E0,-2.436788678E-1,-1.149605513E0,3.731519633E0
5.815128917E0,3.494235516E0,-3.059435785E-1,-1.178958893E0,3.700436107E0
5.825071917E0,3.416757345E0,-4.613554776E-1,-1.207597136E0,3.653131599E0
5.835013917E0,3.316338539E0,-6.291415691E-1,-1.219332099E0,3.588967984E0
5.844956917E0,3.187830210E0,-6.639935970E-1,-1.204197645E0,3.471777774E0
5.854899917E0,3.067574263E0,-5.327926874E-1,-1.159161210E0,3.322278528E0
5.864841917E0,2.983373404E0,-2.275903076E-1,-1.088420272E0,3.183861319E0
5.874784917E0,2.911914110E0,6.604156643E-2,-1.036044598E0,3.091438772E0
5.884726917E0,2.853039980E0,2.873485386E-1,-9.988963604E-1,3.036478264E0
5.894672833E0,2.799279451E0,4.896600842E-1,-9.632654190E-1,3.000602058E0
5.904614833E0,2.755956888E0,5.964630246E-1,-9.149429798E-1,2.964487673E0
5.914557833E0,2.726103306E0,6.034437418E-1,-8.297247887E-1,2.912769611E0
5.924500833E0,2.711835384E0,4.944207370E-1,-6.992518306E-1,2.843845309E0
5.934442833E0,2.748854160E0,2.757672369E-1,-5.600460172E-1,2.818846981E0
5.944385833E0,2.856406689E0,1.522894949E-1,-4.954039156E-1,2.903046038E0
5.954327833E0,3.009947300E0,2.415394783E-1,-5.519907475E-1,3.069660869E0
5.964270833E0,3.250913143E0,5.574178100E-1,-5.699442029E-1,3.347235766E0
5.974213833E0,3.481181860E0,8.059735894E-1,-6.095824242E-1,3.624887764E0
5.984155833E0,3.632390022E0,1.076838136E0,-5.966411829E-1,3.835338101E0
5.994098833E0,3.498104572E0,1.357575297E0,-6.200695038E-1,3.803187147E0
6.004040833E0,2.621241093E0,1.722878575E0,-6.735252142E-1,3.208247445E0
6.013983833E0,2.231178045E0,1.467713714E0,-7.416903973E-1,2.771722147E0
6.023925833E0,1.493159652E0,9.133039713E-1,-5.440877676E-1,1.832943367E0
6.033868833E0,1.242658973E0,6.833404899E-1,-5.885756016E-1,1.535440258E0
6.043811833E0,7.724542022E-1,3.816931546E-1,-3.566330671E-1,9.325032457E-1
