Time,HR (bpm)
00:00:00,71
00:00:01,71
00:00:02,72
00:00:03,82
00:00:04,89
00:00:05,90
00:00:06,91
00:00:07,92
00:00:08,92
00:00:09,92
00:00:10,92
00:00:11,92
00:00:12,92
00:00:13,92
00:00:14,93
00:00:15,95
00:00:16,97
00:00:17,99
00:00:18,101
00:00:19,105
00:00:20,109
00:00:21,112
00:00:22,115
00:00:23,117
00:00:24,118
00:00:25,119
00:00:26,118
00:00:27,116
00:00:28,115
00:00:29,114
00:00:30,114
00:00:31,114
00:00:32,115
00:00:33,116
00:00:34,117
00:00:35,119
00:00:36,121
00:00:37,121
00:00:38,123
00:00:39,123
00:00:40,125
00:00:41,128
00:00:42,129
00:00:43,127
00:00:44,128
00:00:45,128
00:00:46,127
00:00:47,126
00:00:48,124
00:00:49,118
00:00:50,115
00:00:51,117
00:00:52,119
00:00:53,121
00:00:54,124
00:00:55,125
00:00:56,126
00:00:57,125
00:00:58,125
00:00:59,127
00:01:00,127
00:01:01,127
00:01:02,128
00:01:03,129
00:01:04,130
00:01:05,131
00:01:06,133
00:01:07,134
00:01:08,135
00:01:09,137
00:01:10,137
00:01:11,137
00:01:12,133
00:01:13,130
00:01:14,129
00:01:15,131
00:01:16,132
00:01:17,133
00:01:18,135
00:01:19,137
00:01:20,138
00:01:21,139
00:01:22,140
00:01:23,141
00:01:24,141
00:01:25,139
00:01:26,136
00:01:27,136
00:01:28,132
00:01:29,132
00:01:30,129
00:01:31,127
00:01:32,128
00:01:33,128
00:01:34,126
00:01:35,126
00:01:36,125
00:01:37,124
00:01:38,123
00:01:39,123
00:01:40,123
00:01:41,124
00:01:42,126
00:01:43,127
00:01:44,128
00:01:45,128
00:01:46,126
00:01:47,126
00:01:48,126
00:01:49,125
00:01:50,124
00:01:51,125
00:01:52,126
00:01:53,129
00:01:54,131
00:01:55,132
00:01:56,134
00:01:57,135
00:01:58,136
00:01:59,137
00:02:00,138
00:02:01,139
00:02:02,139
00:02:03,138
00:02:04,135
00:02:05,133
00:02:06,132
00:02:07,132
00:02:08,134
00:02:09,136
00:02:10,137
00:02:11,137
00:02:12,138
00:02:13,139
00:02:14,140
00:02:15,140
00:02:16,141
00:02:17,141
00:02:18,141
00:02:19,141
00:02:20,141
00:02:21,141
00:02:22,141
00:02:23,140
00:02:24,139
00:02:25,140
00:02:26,140
00:02:27,140
00:02:28,140
00:02:29,140
00:02:30,139
00:02:31,140
00:02:32,141
00:02:33,142
00:02:34,142
00:02:35,144
00:02:36,144
00:02:37,145
00:02:38,147
00:02:39,148
00:02:40,149
00:02:41,150
00:02:42,150
00:02:43,149
00:02:44,148
00:02:45,148
00:02:46,147
00:02:47,146
00:02:48,145
00:02:49,137
00:02:50,134
00:02:51,133
00:02:52,135
00:02:53,137
00:02:54,138
00:02:55,139
00:02:56,140
00:02:57,140
00:02:58,141
00:02:59,139
00:03:00,130
00:03:01,130
00:03:02,129
00:03:03,127
00:03:04,128
00:03:05,130
00:03:06,130
00:03:07,134
00:03:08,134
00:03:09,137
00:03:10,140
00:03:11,139
00:03:12,140
00:03:13,141
00:03:14,141
00:03:15,141
00:03:16,142
00:03:17,142
00:03:18,142
00:03:19,143
00:03:20,144
00:03:21,146
00:03:22,146
00:03:23,148
00:03:24,148
00:03:25,149
00:03:26,149
00:03:27,149
00:03:28,148
00:03:29,148
00:03:30,148
00:03:31,149
00:03:32,149
00:03:33,149
00:03:34,147
00:03:35,146
00:03:36,146
00:03:37,146
00:03:38,146
00:03:39,146
00:03:40,148
00:03:41,150
00:03:42,151
00:03:43,153
00:03:44,153
00:03:45,154
00:03:46,155
00:03:47,155
00:03:48,154
00:03:49,153
00:03:50,153
00:03:51,152
00:03:52,152
00:03:53,152
00:03:54,151
00:03:55,151
00:03:56,151
00:03:57,153
00:03:58,153
00:03:59,155
00:04:00,156
00:04:01,157
00:04:02,157
00:04:03,157
00:04:04,157
00:04:05,156
00:04:06,156
00:04:07,155
00:04:08,154
00:04:09,153
00:04:10,153
00:04:11,152
00:04:12,150
00:04:13,150
00:04:14,150
00:04:15,150
00:04:16,150
00:04:17,151
00:04:18,152
00:04:19,152
00:04:20,153
00:04:21,153
00:04:22,153
00:04:23,153
00:04:24,152
00:04:25,152
00:04:26,153
00:04:27,153
00:04:28,153
00:04:29,154
00:04:30,155
00:04:31,156
00:04:32,157
00:04:33,159
00:04:34,160
00:04:35,161
00:04:36,161
00:04:37,162
00:04:38,162
00:04:39,162
00:04:40,162
00:04:41,162
00:04:42,163
00:04:43,163
00:04:44,163
00:04:45,164
00:04:46,164
00:04:47,165
00:04:48,165
00:04:49,163
00:04:50,163
00:04:51,161
00:04:52,160
00:04:53,160
00:04:54,161
00:04:55,161
00:04:56,161
00:04:57,162
00:04:58,162
00:04:59,162
00:05:00,163
