Time,HR (bpm)
00:00:00,98
00:00:01,98
00:00:02,98
00:00:03,101
00:00:04,103
00:00:05,107
00:00:06,107
00:00:07,115
00:00:08,118
00:00:09,119
00:00:10,121
00:00:11,122
00:00:12,123
00:00:13,125
00:00:14,126
00:00:15,128
00:00:16,129
00:00:17,130
00:00:18,131
00:00:19,132
00:00:20,133
00:00:21,133
00:00:22,134
00:00:23,134
00:00:24,134
00:00:25,135
00:00:26,135
00:00:27,135
00:00:28,135
00:00:29,135
00:00:30,135
00:00:31,134
00:00:32,134
00:00:33,134
00:00:34,134
00:00:35,134
00:00:36,134
00:00:37,134
00:00:38,134
00:00:39,134
00:00:40,134
00:00:41,133
00:00:42,133
00:00:43,134
00:00:44,134
00:00:45,134
00:00:46,134
00:00:47,134
00:00:48,134
00:00:49,133
00:00:50,132
00:00:51,132
00:00:52,132
00:00:53,132
00:00:54,132
00:00:55,133
00:00:56,133
00:00:57,133
00:00:58,133
00:00:59,133
00:01:00,134
00:01:01,134
00:01:02,134
00:01:03,135
00:01:04,135
00:01:05,135
00:01:06,136
00:01:07,136
00:01:08,138
00:01:09,139
00:01:10,139
00:01:11,139
00:01:12,139
00:01:13,139
00:01:14,138
00:01:15,138
00:01:16,138
00:01:17,138
00:01:18,138
00:01:19,138
00:01:20,138
00:01:21,138
00:01:22,138
00:01:23,138
00:01:24,138
00:01:25,139
00:01:26,139
00:01:27,139
00:01:28,139
00:01:29,140
00:01:30,140
00:01:31,140
00:01:32,140
00:01:33,140
00:01:34,140
00:01:35,140
00:01:36,140
00:01:37,140
00:01:38,141
00:01:39,141
00:01:40,140
00:01:41,140
00:01:42,140
00:01:43,140
00:01:44,140
00:01:45,140
00:01:46,141
00:01:47,142
00:01:48,142
00:01:49,142
00:01:50,143
00:01:51,143
00:01:52,143
00:01:53,143
00:01:54,142
00:01:55,141
00:01:56,141
00:01:57,140
00:01:58,140
00:01:59,140
00:02:00,141
00:02:01,141
00:02:02,142
00:02:03,142
00:02:04,142
00:02:05,142
00:02:06,142
00:02:07,142
00:02:08,142
00:02:09,142
00:02:10,142
00:02:11,142
00:02:12,142
00:02:13,143
00:02:14,143
00:02:15,142
00:02:16,142
00:02:17,142
00:02:18,142
00:02:19,142
00:02:20,142
00:02:21,142
00:02:22,143
00:02:23,143
00:02:24,142
00:02:25,141
00:02:26,141
00:02:27,141
00:02:28,142
00:02:29,142
00:02:30,142
00:02:31,142
00:02:32,142
00:02:33,140
00:02:34,140
00:02:35,140
00:02:36,140
00:02:37,140
00:02:38,140
00:02:39,141
00:02:40,140
00:02:41,140
00:02:42,140
00:02:43,138
00:02:44,137
00:02:45,137
00:02:46,138
00:02:47,138
00:02:48,139
00:02:49,140
00:02:50,140
00:02:51,140
00:02:52,141
00:02:53,141
00:02:54,140
00:02:55,139
00:02:56,139
00:02:57,138
00:02:58,138
00:02:59,138
00:03:00,138
00:03:01,138
00:03:02,139
00:03:03,140
00:03:04,140
00:03:05,140
00:03:06,141
00:03:07,141
00:03:08,142
00:03:09,143
00:03:10,144
00:03:11,144
00:03:12,144
00:03:13,145
00:03:14,144
00:03:15,144
00:03:16,142
00:03:17,142
00:03:18,142
00:03:19,143
00:03:20,143
00:03:21,144
00:03:22,145
00:03:23,145
00:03:24,145
00:03:25,146
00:03:26,146
00:03:27,145
00:03:28,145
00:03:29,146
00:03:30,146
00:03:31,146
00:03:32,147
00:03:33,147
00:03:34,147
00:03:35,147
00:03:36,147
00:03:37,147
00:03:38,147
00:03:39,147
00:03:40,146
00:03:41,146
00:03:42,146
00:03:43,146
00:03:44,145
00:03:45,146
00:03:46,146
00:03:47,146
00:03:48,146
00:03:49,146
00:03:50,146
00:03:51,146
00:03:52,147
00:03:53,147
00:03:54,148
00:03:55,148
00:03:56,149
00:03:57,149
00:03:58,148
00:03:59,148
00:04:00,148
00:04:01,147
00:04:02,146
00:04:03,146
00:04:04,147
00:04:05,147
00:04:06,148
00:04:07,149
00:04:08,149
00:04:09,149
00:04:10,150
00:04:11,150
00:04:12,150
00:04:13,150
00:04:14,150
00:04:15,150
00:04:16,150
00:04:17,150
00:04:18,151
00:04:19,151
00:04:20,152
00:04:21,152
00:04:22,152
00:04:23,152
00:04:24,152
00:04:25,152
00:04:26,152
00:04:27,152
00:04:28,152
00:04:29,152
00:04:30,152
00:04:31,152
00:04:32,151
00:04:33,151
00:04:34,150
00:04:35,150
00:04:36,149
00:04:37,148
00:04:38,149
00:04:39,149
00:04:40,148
00:04:41,148
00:04:42,149
00:04:43,149
00:04:44,149
00:04:45,149
00:04:46,149
00:04:47,149
00:04:48,148
00:04:49,148
00:04:50,147
00:04:51,147
00:04:52,147
00:04:53,147
00:04:54,146
00:04:55,146
00:04:56,144
00:04:57,143
00:04:58,143
00:04:59,143
00:05:00,142
