Time,HR (bpm)
00:00:00,98
00:00:01,98
00:00:02,99
00:00:03,101
00:00:04,104
00:00:05,107
00:00:06,111
00:00:07,115
00:00:08,121
00:00:09,124
00:00:10,126
00:00:11,129
00:00:12,132
00:00:13,134
00:00:14,137
00:00:15,139
00:00:16,140
00:00:17,143
00:00:18,144
00:00:19,146
00:00:20,147
00:00:21,148
00:00:22,149
00:00:23,150
00:00:24,151
00:00:25,152
00:00:26,152
00:00:27,152
00:00:28,153
00:00:29,152
00:00:30,152
00:00:31,154
00:00:32,154
00:00:33,154
00:00:34,155
00:00:35,155
00:00:36,156
00:00:37,157
00:00:38,157
00:00:39,157
00:00:40,158
00:00:41,158
00:00:42,158
00:00:43,158
00:00:44,158
00:00:45,159
00:00:46,159
00:00:47,159
00:00:48,159
00:00:49,159
00:00:50,159
00:00:51,159
00:00:52,159
00:00:53,159
00:00:54,159
00:00:55,159
00:00:56,159
00:00:57,160
00:00:58,161
00:00:59,161
00:01:00,162
00:01:01,162
00:01:02,162
00:01:03,162
00:01:04,162
00:01:05,162
00:01:06,161
00:01:07,162
00:01:08,162
00:01:09,162
00:01:10,162
00:01:11,163
00:01:12,163
00:01:13,163
00:01:14,163
00:01:15,162
00:01:16,162
00:01:17,162
00:01:18,162
00:01:19,162
00:01:20,162
00:01:21,164
00:01:22,164
00:01:23,164
00:01:24,164
00:01:25,165
00:01:26,164
00:01:27,164
00:01:28,164
00:01:29,164
00:01:30,164
00:01:31,166
00:01:32,166
00:01:33,166
00:01:34,167
00:01:35,166
00:01:36,167
00:01:37,167
00:01:38,167
00:01:39,167
00:01:40,167
00:01:41,167
00:01:42,167
00:01:43,167
00:01:44,167
00:01:45,167
00:01:46,167
00:01:47,166
00:01:48,167
00:01:49,167
00:01:50,166
00:01:51,167
00:01:52,168
00:01:53,168
00:01:54,168
00:01:55,168
00:01:56,168
00:01:57,168
00:01:58,169
00:01:59,168
00:02:00,168
00:02:01,168
00:02:02,169
00:02:03,168
00:02:04,168
00:02:05,169
00:02:06,170
00:02:07,169
00:02:08,170
00:02:09,170
00:02:10,170
00:02:11,170
00:02:12,170
00:02:13,171
00:02:14,170
00:02:15,171
00:02:16,171
00:02:17,170
00:02:18,170
00:02:19,171
00:02:20,171
00:02:21,171
00:02:22,171
00:02:23,171
00:02:24,170
00:02:25,171
00:02:26,170
00:02:27,170
00:02:28,170
00:02:29,171
00:02:30,171
00:02:31,170
00:02:32,170
00:02:33,170
00:02:34,171
00:02:35,171
00:02:36,171
00:02:37,172
00:02:38,171
00:02:39,171
00:02:40,172
00:02:41,172
00:02:42,172
00:02:43,172
00:02:44,173
00:02:45,174
00:02:46,174
00:02:47,174
00:02:48,174
00:02:49,174
00:02:50,174
00:02:51,174
00:02:52,174
00:02:53,175
00:02:54,175
00:02:55,175
00:02:56,175
00:02:57,175
00:02:58,175
00:02:59,174
00:03:00,175
00:03:01,175
00:03:02,174
00:03:03,175
00:03:04,174
00:03:05,174
00:03:06,173
00:03:07,174
00:03:08,174
00:03:09,173
00:03:10,174
00:03:11,174
00:03:12,174
00:03:13,175
00:03:14,175
00:03:15,175
00:03:16,175
00:03:17,176
00:03:18,175
00:03:19,176
00:03:20,176
00:03:21,176
00:03:22,175
00:03:23,175
00:03:24,176
00:03:25,175
00:03:26,175
00:03:27,175
00:03:28,176
00:03:29,176
00:03:30,176
00:03:31,177
00:03:32,177
00:03:33,177
00:03:34,177
00:03:35,177
00:03:36,176
00:03:37,177
00:03:38,177
00:03:39,178
00:03:40,178
00:03:41,178
00:03:42,177
00:03:43,177
00:03:44,177
00:03:45,177
00:03:46,176
00:03:47,176
00:03:48,177
00:03:49,177
00:03:50,176
00:03:51,177
00:03:52,177
00:03:53,177
00:03:54,177
00:03:55,178
00:03:56,178
00:03:57,177
00:03:58,178
00:03:59,178
00:04:00,177
00:04:01,178
00:04:02,177
00:04:03,178
00:04:04,178
00:04:05,178
00:04:06,178
00:04:07,179
00:04:08,178
00:04:09,178
00:04:10,178
00:04:11,178
00:04:12,178
00:04:13,178
00:04:14,178
00:04:15,178
00:04:16,179
00:04:17,179
00:04:18,179
00:04:19,178
00:04:20,178
00:04:21,178
00:04:22,178
00:04:23,178
00:04:24,178
00:04:25,178
00:04:26,178
00:04:27,178
00:04:28,179
00:04:29,179
00:04:30,178
00:04:31,179
00:04:32,179
00:04:33,177
00:04:34,178
00:04:35,178
00:04:36,178
00:04:37,178
00:04:38,178
00:04:39,178
00:04:40,178
00:04:41,178
00:04:42,178
00:04:43,178
00:04:44,177
00:04:45,177
00:04:46,177
00:04:47,176
00:04:48,176
00:04:49,176
00:04:50,176
00:04:51,176
00:04:52,176
00:04:53,175
00:04:54,176
00:04:55,176
00:04:56,176
00:04:57,176
00:04:58,177
00:04:59,177
00:05:00,176
