Time,HR (bpm)
00:00:00,128
00:00:01,128
00:00:02,130
00:00:03,130
00:00:04,133
00:00:05,135
00:00:06,136
00:00:07,139
00:00:08,140
00:00:09,142
00:00:10,143
00:00:11,145
00:00:12,147
00:00:13,149
00:00:14,150
00:00:15,151
00:00:16,153
00:00:17,153
00:00:18,154
00:00:19,155
00:00:20,155
00:00:21,156
00:00:22,156
00:00:23,157
00:00:24,157
00:00:25,158
00:00:26,159
00:00:27,160
00:00:28,160
00:00:29,160
00:00:30,161
00:00:31,161
00:00:32,161
00:00:33,162
00:00:34,162
00:00:35,162
00:00:36,163
00:00:37,164
00:00:38,163
00:00:39,164
00:00:40,165
00:00:41,166
00:00:42,167
00:00:43,167
00:00:44,167
00:00:45,168
00:00:46,167
00:00:47,167
00:00:48,168
00:00:49,168
00:00:50,168
00:00:51,168
00:00:52,168
00:00:53,169
00:00:54,169
00:00:55,170
00:00:56,170
00:00:57,171
00:00:58,172
00:00:59,172
00:01:00,172
00:01:01,172
00:01:02,173
00:01:03,173
00:01:04,173
00:01:05,173
00:01:06,173
00:01:07,173
00:01:08,174
00:01:09,174
00:01:10,173
00:01:11,174
00:01:12,175
00:01:13,175
00:01:14,175
00:01:15,175
00:01:16,175
00:01:17,175
00:01:18,175
00:01:19,175
00:01:20,175
00:01:21,174
00:01:22,175
00:01:23,175
00:01:24,174
00:01:25,174
00:01:26,175
00:01:27,175
00:01:28,175
00:01:29,176
00:01:30,176
00:01:31,176
00:01:32,177
00:01:33,177
00:01:34,177
00:01:35,178
00:01:36,178
00:01:37,177
00:01:38,178
00:01:39,178
00:01:40,178
00:01:41,178
00:01:42,178
00:01:43,179
00:01:44,179
00:01:45,179
00:01:46,179
00:01:47,178
00:01:48,179
00:01:49,179
00:01:50,179
00:01:51,179
00:01:52,179
00:01:53,179
00:01:54,178
00:01:55,179
00:01:56,179
00:01:57,178
00:01:58,179
00:01:59,180
00:02:00,180
00:02:01,180
00:02:02,181
00:02:03,181
00:02:04,180
00:02:05,180
00:02:06,181
00:02:07,182
00:02:08,181
00:02:09,181
00:02:10,182
00:02:11,181
00:02:12,181
00:02:13,181
00:02:14,181
00:02:15,181
00:02:16,181
00:02:17,182
00:02:18,181
00:02:19,182
00:02:20,181
00:02:21,181
00:02:22,182
00:02:23,182
00:02:24,182
00:02:25,182
00:02:26,182
00:02:27,181
00:02:28,182
00:02:29,182
00:02:30,182
00:02:31,182
00:02:32,182
00:02:33,182
00:02:34,182
00:02:35,182
00:02:36,183
00:02:37,183
00:02:38,183
00:02:39,183
00:02:40,182
00:02:41,182
00:02:42,183
00:02:43,183
00:02:44,183
00:02:45,184
00:02:46,184
00:02:47,184
00:02:48,184
00:02:49,184
00:02:50,183
00:02:51,183
00:02:52,184
00:02:53,184
00:02:54,183
00:02:55,183
00:02:56,184
00:02:57,184
00:02:58,184
00:02:59,184
00:03:00,184
00:03:01,183
00:03:02,183
00:03:03,183
00:03:04,183
00:03:05,183
00:03:06,183
00:03:07,183
00:03:08,183
00:03:09,184
00:03:10,183
00:03:11,184
00:03:12,184
00:03:13,183
00:03:14,184
00:03:15,184
00:03:16,183
00:03:17,183
00:03:18,184
00:03:19,184
00:03:20,184
00:03:21,185
00:03:22,185
00:03:23,184
00:03:24,185
00:03:25,185
00:03:26,184
00:03:27,185
00:03:28,185
00:03:29,185
00:03:30,185
00:03:31,185
00:03:32,186
00:03:33,184
00:03:34,185
00:03:35,185
00:03:36,184
00:03:37,184
00:03:38,185
00:03:39,184
00:03:40,184
00:03:41,185
00:03:42,185
00:03:43,185
00:03:44,184
00:03:45,185
00:03:46,185
00:03:47,185
00:03:48,185
00:03:49,186
00:03:50,185
00:03:51,186
00:03:52,186
00:03:53,185
00:03:54,185
00:03:55,186
00:03:56,186
00:03:57,185
00:03:58,185
00:03:59,185
00:04:00,185
00:04:01,186
00:04:02,185
00:04:03,185
00:04:04,185
00:04:05,185
00:04:06,184
00:04:07,184
00:04:08,185
00:04:09,185
00:04:10,185
00:04:11,185
00:04:12,184
00:04:13,185
00:04:14,185
00:04:15,185
00:04:16,185
00:04:17,186
00:04:18,186
00:04:19,186
00:04:20,187
00:04:21,187
00:04:22,186
00:04:23,186
00:04:24,187
00:04:25,186
00:04:26,186
00:04:27,186
00:04:28,186
00:04:29,185
00:04:30,186
00:04:31,186
00:04:32,186
00:04:33,186
00:04:34,186
00:04:35,186
00:04:36,186
00:04:37,186
00:04:38,186
00:04:39,186
00:04:40,186
00:04:41,186
00:04:42,185
00:04:43,186
00:04:44,186
00:04:45,186
00:04:46,186
00:04:47,187
00:04:48,186
00:04:49,186
00:04:50,186
00:04:51,187
00:04:52,186
00:04:53,186
00:04:54,186
00:04:55,186
00:04:56,186
00:04:57,187
00:04:58,186
00:04:59,186
00:05:00,187
