Time,HR (bpm)
00:00:00,124.0
00:00:01,124.0
00:00:02,123.0
00:00:03,115.0
00:00:04,113.0
00:00:05,115.0
00:00:06,119.0
00:00:07,126.0
00:00:08,130.0
00:00:09,136.0
00:00:10,139.0
00:00:11,141.0
00:00:12,144.0
00:00:13,147.0
00:00:14,148.0
00:00:15,149.0
00:00:16,150.0
00:00:17,151.0
00:00:18,152.0
00:00:19,153.0
00:00:20,153.0
00:00:21,154.0
00:00:22,155.0
00:00:23,154.0
00:00:24,154.0
00:00:25,154.0
00:00:26,153.0
00:00:27,153.0
00:00:28,153.0
00:00:29,153.0
00:00:30,153.0
00:00:31,153.0
00:00:32,153.0
00:00:33,154.0
00:00:34,153.0
00:00:35,152.0
00:00:36,152.0
00:00:37,151.0
00:00:38,151.0
00:00:39,152.0
00:00:40,153.0
00:00:41,154.0
00:00:42,155.0
00:00:43,156.0
00:00:44,157.0
00:00:45,158.0
00:00:46,159.0
00:00:47,159.0
00:00:48,159.0
00:00:49,160.0
00:00:50,161.0
00:00:51,162.0
00:00:52,163.0
00:00:53,164.0
00:00:54,164.0
00:00:55,165.0
00:00:56,166.0
00:00:57,166.0
00:00:58,166.0
00:00:59,166.0
00:01:00,166.0
00:01:01,165.0
00:01:02,165.0
00:01:03,166.0
00:01:04,167.0
00:01:05,167.0
00:01:06,168.0
00:01:07,169.0
00:01:08,170.0
00:01:09,171.0
00:01:10,172.0
00:01:11,172.0
00:01:12,173.0
00:01:13,174.0
00:01:14,174.0
00:01:15,174.0
00:01:16,176.0
00:01:17,176.0
00:01:18,177.0
00:01:19,178.0
00:01:20,178.0
00:01:21,178.0
00:01:22,178.0
00:01:23,179.0
00:01:24,178.0
00:01:25,178.0
00:01:26,178.0
00:01:27,178.0
00:01:28,178.0
00:01:29,178.0
00:01:30,178.0
00:01:31,178.0
00:01:32,178.0
00:01:33,178.0
00:01:34,179.0
00:01:35,180.0
00:01:36,180.0
00:01:37,179.0
00:01:38,180.0
00:01:39,179.0
00:01:40,178.0
00:01:41,178.0
00:01:42,178.0
00:01:43,177.0
00:01:44,176.0
00:01:45,177.0
00:01:46,177.0
00:01:47,177.0
00:01:48,177.0
00:01:49,178.0
00:01:50,178.0
00:01:51,178.0
00:01:52,179.0
00:01:53,179.0
00:01:54,179.0
00:01:55,179.0
00:01:56,179.0
00:01:57,179.0
00:01:58,179.0
00:01:59,180.0
00:02:00,180.0
00:02:01,180.0
00:02:02,180.0
00:02:03,180.0
00:02:04,180.0
00:02:05,179.0
00:02:06,179.0
00:02:07,179.0
00:02:08,179.0
00:02:09,179.0
00:02:10,180.0
00:02:11,180.0
00:02:12,180.0
00:02:13,181.0
00:02:14,182.0
00:02:15,181.0
00:02:16,182.0
00:02:17,184.0
00:02:18,183.0
00:02:19,183.0
00:02:20,183.0
00:02:21,183.0
00:02:22,182.0
00:02:23,183.0
00:02:24,183.0
00:02:25,182.0
00:02:26,183.0
00:02:27,183.0
00:02:28,182.0
00:02:29,181.0
00:02:30,182.0
00:02:31,182.0
00:02:32,182.0
00:02:33,182.0
00:02:34,182.0
00:02:35,182.0
00:02:36,182.0
00:02:37,183.0
00:02:38,183.0
00:02:39,182.0
00:02:40,182.0
00:02:41,183.0
00:02:42,183.0
00:02:43,183.0
00:02:44,183.0
00:02:45,182.0
00:02:46,182.0
00:02:47,183.0
00:02:48,182.0
00:02:49,182.0
00:02:50,182.0
00:02:51,183.0
00:02:52,183.0
00:02:53,182.0
00:02:54,183.0
00:02:55,183.0
00:02:56,183.0
00:02:57,183.0
00:02:58,184.0
00:02:59,184.0
00:03:00,184.0
00:03:01,184.0
00:03:02,184.0
00:03:03,184.0
00:03:04,184.0
00:03:05,185.0
00:03:06,184.0
00:03:07,183.0
00:03:08,184.0
00:03:09,183.0
00:03:10,183.0
00:03:11,182.0
00:03:12,182.0
00:03:13,181.0
00:03:14,179.0
00:03:15,180.0
00:03:16,180.0
00:03:17,180.0
00:03:18,180.0
00:03:19,181.0
00:03:20,181.0
00:03:21,181.0
00:03:22,182.0
00:03:23,182.0
00:03:24,181.0
00:03:25,182.0
00:03:26,182.0
00:03:27,182.0
00:03:28,182.0
00:03:29,182.0
00:03:30,183.0
00:03:31,182.0
00:03:32,184.0
00:03:33,184.0
00:03:34,184.0
00:03:35,185.0
00:03:36,185.0
00:03:37,185.0
00:03:38,185.0
00:03:39,186.0
00:03:40,186.0
00:03:41,185.0
00:03:42,186.0
00:03:43,186.0
00:03:44,186.0
00:03:45,187.0
00:03:46,187.0
00:03:47,187.0
00:03:48,187.0
00:03:49,187.0
