Time,HR (bpm)
00:00:00,111
00:00:01,110
00:00:02,109
00:00:03,108
00:00:04,107
00:00:05,109
00:00:06,112
00:00:07,116
00:00:08,119
00:00:09,123
00:00:10,128
00:00:11,131
00:00:12,134
00:00:13,138
00:00:14,140
00:00:15,143
00:00:16,143
00:00:17,146
00:00:18,146
00:00:19,147
00:00:20,147
00:00:21,147
00:00:22,148
00:00:23,148
00:00:24,148
00:00:25,149
00:00:26,149
00:00:27,149
00:00:28,150
00:00:29,150
00:00:30,151
00:00:31,152
00:00:32,152
00:00:33,153
00:00:34,154
00:00:35,155
00:00:36,155
00:00:37,156
00:00:38,156
00:00:39,156
00:00:40,157
00:00:41,157
00:00:42,158
00:00:43,158
00:00:44,159
00:00:45,159
00:00:46,159
00:00:47,160
00:00:48,159
00:00:49,159
00:00:50,159
00:00:51,159
00:00:52,159
00:00:53,158
00:00:54,158
00:00:55,159
00:00:56,159
00:00:57,158
00:00:58,158
00:00:59,158
00:01:00,158
00:01:01,158
00:01:02,158
00:01:03,158
00:01:04,158
00:01:05,158
00:01:06,158
00:01:07,159
00:01:08,159
00:01:09,160
00:01:10,161
00:01:11,161
00:01:12,161
00:01:13,162
00:01:14,162
00:01:15,162
00:01:16,162
00:01:17,162
00:01:18,162
00:01:19,163
00:01:20,163
00:01:21,163
00:01:22,163
00:01:23,164
00:01:24,164
00:01:25,164
00:01:26,165
00:01:27,165
00:01:28,165
00:01:29,166
00:01:30,166
00:01:31,167
00:01:32,167
00:01:33,168
00:01:34,168
00:01:35,168
00:01:36,168
00:01:37,168
00:01:38,168
00:01:39,168
00:01:40,168
00:01:41,168
00:01:42,168
00:01:43,168
00:01:44,168
00:01:45,168
00:01:46,168
00:01:47,168
00:01:48,168
00:01:49,167
00:01:50,167
00:01:51,167
00:01:52,167
00:01:53,167
00:01:54,168
00:01:55,168
00:01:56,168
00:01:57,168
00:01:58,168
00:01:59,168
00:02:00,168
00:02:01,168
00:02:02,168
00:02:03,168
00:02:04,169
00:02:05,169
00:02:06,169
00:02:07,170
00:02:08,170
00:02:09,170
00:02:10,170
00:02:11,171
00:02:12,171
00:02:13,170
00:02:14,170
00:02:15,170
00:02:16,170
00:02:17,170
00:02:18,171
00:02:19,171
00:02:20,171
00:02:21,171
00:02:22,171
00:02:23,171
00:02:24,171
00:02:25,172
00:02:26,172
00:02:27,172
00:02:28,172
00:02:29,172
00:02:30,172
00:02:31,173
00:02:32,173
00:02:33,173
00:02:34,173
00:02:35,173
00:02:36,173
00:02:37,172
00:02:38,172
00:02:39,172
00:02:40,172
00:02:41,172
00:02:42,172
00:02:43,171
00:02:44,172
00:02:45,172
00:02:46,171
00:02:47,171
00:02:48,171
00:02:49,171
00:02:50,171
00:02:51,171
00:02:52,171
00:02:53,171
00:02:54,171
00:02:55,172
00:02:56,172
00:02:57,171
00:02:58,171
00:02:59,171
00:03:00,171
00:03:01,170
00:03:02,170
00:03:03,170
00:03:04,170
00:03:05,170
00:03:06,171
00:03:07,171
00:03:08,171
00:03:09,172
00:03:10,172
00:03:11,172
00:03:12,172
00:03:13,172
00:03:14,172
00:03:15,172
00:03:16,172
00:03:17,172
00:03:18,172
00:03:19,172
00:03:20,172
00:03:21,172
00:03:22,172
00:03:23,172
00:03:24,172
00:03:25,172
00:03:26,172
00:03:27,172
00:03:28,171
00:03:29,172
00:03:30,171
00:03:31,171
00:03:32,171
00:03:33,171
00:03:34,171
00:03:35,171
00:03:36,171
00:03:37,171
00:03:38,171
00:03:39,171
00:03:40,171
00:03:41,170
00:03:42,170
00:03:43,170
00:03:44,170
00:03:45,170
00:03:46,171
00:03:47,171
00:03:48,171
00:03:49,171
00:03:50,171
00:03:51,172
00:03:52,172
00:03:53,172
00:03:54,173
00:03:55,173
00:03:56,173
00:03:57,172
00:03:58,172
00:03:59,172
00:04:00,172
00:04:01,172
00:04:02,171
00:04:03,171
00:04:04,171
00:04:05,171
00:04:06,171
00:04:07,171
00:04:08,171
00:04:09,171
00:04:10,171
00:04:11,171
00:04:12,171
00:04:13,171
00:04:14,171
00:04:15,171
00:04:16,171
00:04:17,171
00:04:18,172
00:04:19,172
00:04:20,172
00:04:21,173
00:04:22,172
00:04:23,172
00:04:24,172
00:04:25,173
00:04:26,173
00:04:27,172
00:04:28,172
00:04:29,172
00:04:30,171
00:04:31,171
00:04:32,171
00:04:33,171
00:04:34,171
00:04:35,171
00:04:36,170
00:04:37,171
00:04:38,171
00:04:39,170
00:04:40,170
00:04:41,170
00:04:42,170
00:04:43,169
00:04:44,169
00:04:45,169
00:04:46,168
00:04:47,168
00:04:48,168
00:04:49,168
00:04:50,169
00:04:51,169
00:04:52,169
00:04:53,170
00:04:54,170
00:04:55,171
00:04:56,171
00:04:57,172
00:04:58,172
00:04:59,173
00:05:00,173
