Time (s),X (rad/s),Y (rad/s),Z (rad/s)
0.0059331666630000005,0.02205251716,-0.03762419894,-0.009378366172
0.01598616666,0.0213204138,-0.05754544586,-0.01058131643
0.02603916667,0.01301132794,-0.06716006994,-0.0028267274609999997
0.03609216667,0.008522303775,-0.07244777679,0.011976718899999999
0.04614616666,0.004368492868,-0.06542438268999999,0.02132426202
0.05619916666,0.0007034504088,-0.043476205319999996,0.01943821274
0.06625216667,-0.008679226041,-0.01789166965,0.012496626
0.07630516667000001,-0.016422100369999998,0.012052912269999999,0.009357823059
0.08635916666000001,-0.02096589282,0.028076272460000003,0.007971972227000001
0.09641216666,-0.01579483226,0.01826385409,0.007864912972
0.1064651667,-0.009756223299,-0.002871196717,0.01622541435
0.1165191667,-0.00932479091,-0.02771795727,0.0178576652
0.1265721667,-0.021350746969999997,-0.0347440131,0.01092534326
0.1366251667,-0.02088602632,-0.014608649540000001,0.00678465981
0.1466781667,-0.01929406822,-0.0337918289,0.0027996189889999998
0.1567321667,-0.01832574233,-0.04982672259,0.006113923155
0.1667851667,-0.008340673521,-0.057396858929999996,0.007379343733
0.17683816670000002,-0.006647435948,-0.04458998516,-0.005529263988
0.18689216670000003,-0.0009066967177,-0.02897929028,-0.01823113672
0.1969451667,-0.002127223415,-0.02034851909,-0.021376328540000003
0.2069981667,-0.01172182336,-0.01452822238,-0.01483914256
0.21705116670000002,-0.02268738858,-0.004873463884,-0.006525552832
0.22710516670000003,-0.02903154492,-0.0042380476370000005,0.0001032941509
0.2371581667,-0.026285294440000002,-0.0179839544,0.001125948038
0.2472111667,-0.02010944858,-0.03765644506,-0.001478329883
0.2572641667,-0.02527731284,-0.05616461486,-0.012877724129999999
0.2673181667,-0.030161283910000003,-0.06389710307,-0.022107440980000004
0.2773711667,-0.038787528870000004,-0.05681762099,-0.029452705760000003
0.28742416670000004,-0.040162488819999995,-0.052610050889999996,-0.03561598435
0.2974781667,-0.03713900223,-0.05106568336,-0.04183073714
0.3075311667,-0.02970329858,-0.05635652691,-0.048044919969999995
0.3175841667,-0.01803039759,-0.05866788328,-0.05302875862
0.32763716670000004,-0.006985080894,-0.05776164681,-0.05157134682
0.33769116670000004,0.0013535424369999999,-0.05070693418,-0.046463936569999996
0.3477441667,0.0016656649530000002,-0.04177416116,-0.04059699178
0.3577971667,-0.0033506653269999996,-0.03537431732,-0.031943582000000005
0.36785016670000004,-0.0123857772,-0.03950738162,-0.02043265477
0.37790416670000004,-0.02443072386,-0.06663434207,-0.01930986531
0.3879571667,-0.03521332145,-0.09518905729,-0.02913126722
0.3980101667,-0.04050768539,-0.095461227,-0.04877207801
0.4080641667,-0.04597038031,-0.07182176411,-0.06680168211
0.41811716670000004,-0.05225996673,-0.02814991213,-0.09033017606
0.4281701667,-0.06625341624,0.02643105574,-0.1078277156
0.4382231667,-0.07599473,0.08081946522000001,-0.1170846
0.4482771667,-0.09160420299000001,0.09999182074999999,-0.1220811531
0.45833016670000004,-0.1023865491,0.07970120013,-0.12496376039999998
0.4683831667,-0.1100229397,0.04157399014,-0.11388446390000001
0.4784371667,-0.11154200140000001,-0.003286425024,-0.08915194869
0.4884901667,-0.11340372259999999,-0.04353272915,-0.07078033686
0.49854316670000004,-0.12097056210000001,-0.07010974735,-0.06144250184
0.5085961667,-0.1273696125,-0.0755354017,-0.06624604017
0.5186501667,-0.1295110583,-0.06533815712,-0.0840370208
0.5287031667000001,-0.1393957734,-0.06591662019,-0.10746881369999998
0.5387561667,-0.15286844970000002,-0.08607807755,-0.1241551191
0.5488091667,-0.1650153697,-0.1138231009,-0.1399542242
0.5588631667,-0.1734519899,-0.1282118857,-0.1617194414
0.5689161667,-0.1767459959,-0.1281878054,-0.18544574079999998
0.5789691667,-0.1722023785,-0.1147838607,-0.19589625300000002
0.5890231667,-0.1595189571,-0.1088956743,-0.19620521370000002
0.5990761667,-0.1434774101,-0.11660686140000001,-0.1827160418
0.6091291667000001,-0.1247670949,-0.1557518393,-0.16423620279999998
0.6191821667,-0.09949023277,-0.22332184019999998,-0.1486891955
0.6292361667,-0.06669695675,-0.27648404239999996,-0.155662477
0.6392891667,-0.026605999100000003,-0.2721481323,-0.1805624962
0.6493421667,-0.0007864045328,-0.201775521,-0.223412782
0.6593951667,-0.005083947442,-0.07055225222999999,-0.2808845937
0.6694491667,-0.02667195164,0.1268873066,-0.3744520247
0.6795021667,-0.04444109648,0.4017103612,-0.5075349808
0.6895551667,-0.03296855837,0.7152747512000001,-0.6435099244
0.6996091667000001,0.007047568448,0.9762243032,-0.7586040497
0.7096621667,0.06416863202999999,1.119500518,-0.8563094139
0.7197151667,0.11594767119999999,1.166884303,-0.9523821473
0.7297681667,0.1393837184,1.180446148,-1.070868015
0.7398221667,0.07909693569,1.23467958,-1.244517565
0.7498751667,-0.0763758868,1.37003541,-1.455957055
0.7599281667,-0.27417019010000004,1.521827936,-1.604300141
0.7699811667,-0.4395201206,1.585288405,-1.65194118
0.7800351667000001,-0.5423660874,1.5143237109999999,-1.6489475969999998
0.7900881667,-0.5817798376,1.273029804,-1.6309366230000002
0.8001411667,-0.596524179,0.8901953101000001,-1.620719671
0.8101951667,-0.6079819798,0.3667132556,-1.5840700859999999
0.8202481667,-0.6211054921,-0.2600606382,-1.4962387080000001
0.8303011667,-0.6588219404,-0.8828322887000001,-1.3462237119999998
0.8403541667000001,-0.7152921556999999,-1.371391416,-1.150609493
0.8504081667,-0.7465281487000001,-1.651654363,-0.9187025428
0.8604611667000001,-0.7327010036,-1.6372565030000001,-0.6786435843
0.8705141667,-0.6798971891,-1.364119291,-0.45478653909999994
0.8805681667,-0.6064996719,-0.8989239335,-0.2910855114
0.8906211667,-0.5546109676,-0.3092110157,-0.2305454165
0.9006741667,-0.5201470256,0.2540494204,-0.2497044653
0.9107271667,-0.488271296,0.6467318535000001,-0.2967398167
0.9207811667,-0.43761157990000005,0.7751433253,-0.296443671
0.9308341667,-0.3420130908,0.6206984520000001,-0.195117414
0.9408871667,-0.21520215269999998,0.29736459260000003,-0.007153640036000001
0.9509401667,-0.1041146368,-0.05252651125,0.18893414739999997
0.9609941667,-0.03916332871,-0.3210490346,0.3170367181
0.9710471667,-0.01736138202,-0.4112738371,0.3445317447
0.9811001667,-0.021603532140000003,-0.2781772912,0.28996115920000004
0.9911541667,-0.013478636740000001,0.03040926345,0.182868138
1.001207167,0.042799547310000005,0.415376395,0.06989444047
1.011260167,0.1227360442,0.7497700453,-0.023468736559999998
1.021313167,0.1907643676,0.9260129929,-0.1183811352
1.031367167,0.2404034883,0.8755968212999999,-0.2053458393
1.041420167,0.25831562280000003,0.6088375449,-0.23533383010000003
1.051473167,0.2447648197,0.2446908206,-0.2117676586
1.061526167,0.2024479806,-0.07668747008,-0.1373376399
1.071580167,0.1259725541,-0.2434066087,-0.053200870750000004
1.0816331670000001,0.043681405480000005,-0.2568515837,0.03490980715
1.091686167,-0.04176414385,-0.15577642619999998,0.07700396329
1.101740167,-0.1374256909,-0.004124582745,0.03835909441
1.111793167,-0.1994383931,0.1351202726,-0.03448503092
1.121846167,-0.2340099514,0.2010321766,-0.06294517219
1.131899167,-0.2795465589,0.1714822054,-0.06609286368
1.141953167,-0.2958759964,0.058387082070000006,-0.04973039776
1.1520061670000001,-0.3094356358,-0.1120030284,0.020066585390000002
1.162059167,-0.3476069868,-0.2167890966,0.02179977112
1.172112167,-0.3173880875,-0.2899349332,0.002221276518
1.182166167,-0.3167071342,-0.3297617137,-0.01754603721
1.192219167,-0.2734229863,-0.281863898,-0.1255590767
1.202272167,-0.2119628191,-0.26292243600000004,-0.1603617966
1.212326167,-0.17201468350000002,-0.2012639642,-0.20500148829999998
1.222379167,-0.0949710235,-0.23644804949999998,-0.1977273226
1.232432167,-0.06881491095,-0.2380568832,-0.2010137439
1.2424851670000001,-0.01728833281,-0.21252807969999998,-0.21428480739999997
1.2525391670000001,0.019397703930000003,-0.1307038814,-0.20651508870000002
1.262592167,0.056755729020000006,-0.004409869667,-0.18955446780000001
1.272645167,0.100053221,0.1778679639,-0.1438118666
1.282699167,0.11424946039999999,0.3455491066,-0.07499205321
1.292752167,0.09980154783,0.47021779420000004,-0.014109529550000001
1.302805167,0.07459446043,0.5239334702,0.02721873485
1.3128581670000001,0.08126816899,0.545884788,0.05647255107999999
1.3229121670000001,0.09425933659,0.5867467523,0.06156504899
1.332965167,0.08534267545,0.6388309597999999,0.04128484428
1.3430181669999999,0.057213302699999996,0.688315928,0.030641255899999997
1.353071167,0.02656732127,0.6928616166,0.01675462164
1.363125167,0.01732854918,0.6449174881,-0.009033565409000001
1.3731781669999998,0.0036940295250000002,0.6169584394,-0.02543279715
