"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.066479600E0,-1.568938017E0,-1.619622946E0,-7.889552116E-1,2.388973695E0
6.071250068E0,-1.519014478E0,-1.608903408E0,-8.513770103E-1,2.370826433E0
6.076020537E0,-1.485227942E0,-1.568874598E0,-9.065866470E-1,2.342897542E0
6.080791006E0,-1.422186732E0,-1.494838238E0,-9.354667664E-1,2.265447975E0
6.085561475E0,-1.375331283E0,-1.463277817E0,-9.715461731E-1,2.230833941E0
6.090331943E0,-1.301575661E0,-1.404907465E0,-9.765596390E-1,2.149775085E0
6.095102412E0,-1.248707294E0,-1.362811089E0,-9.481549263E-1,2.077383387E0
6.099872933E0,-1.242853165E0,-1.368114233E0,-8.720140457E-1,2.043729199E0
6.104643402E0,-1.264476657E0,-1.365932465E0,-7.983384132E-1,2.025343659E0
6.109413870E0,-1.320370555E0,-1.342075586E0,-7.485880852E-1,2.026062537E0
6.114184339E0,-1.362585068E0,-1.332530022E0,-6.485924721E-1,2.013193116E0
6.118954808E0,-1.402809620E0,-1.349320889E0,-5.676879883E-1,2.027513586E0
6.123725277E0,-1.342541456E0,-1.375714779E0,-5.273814201E-1,1.993273658E0
6.128495745E0,-1.250620127E0,-1.409403086E0,-5.060982704E-1,1.951051824E0
6.133266266E0,-1.107684851E0,-1.383489370E0,-4.392862320E-1,1.825919210E0
6.138036735E0,-1.052284002E0,-1.369636297E0,-3.700904846E-1,1.766400910E0
6.142807204E0,-9.908615947E-1,-1.365364075E0,-3.224678040E-1,1.717559676E0
6.147577673E0,-8.968953490E-1,-1.339362144E0,-3.228321075E-1,1.643938196E0
6.152348141E0,-8.781304955E-1,-1.358493328E0,-2.922935486E-1,1.643792203E0
6.157118610E0,-8.894150257E-1,-1.336614132E0,-2.667436600E-1,1.627497652E0
6.161889079E0,-9.429122210E-1,-1.359780312E0,-2.748537064E-1,1.677388003E0
6.166659548E0,-9.528005123E-1,-1.365805387E0,-3.070030212E-1,1.693370611E0
6.171430068E0,-9.386063814E-1,-1.385904551E0,-3.654484749E-1,1.713261787E0
6.176200537E0,-9.389901161E-1,-1.427158117E0,-4.047799110E-1,1.755656432E0
6.180971006E0,-9.709818363E-1,-1.432284594E0,-4.512305260E-1,1.788254420E0
6.185741475E0,-9.846267700E-1,-1.429892540E0,-5.287575722E-1,1.814846308E0
6.190511943E0,-1.006456614E0,-1.400924683E0,-5.679812431E-1,1.816080277E0
6.195282412E0,-1.031900406E0,-1.402775288E0,-5.880646706E-1,1.838047065E0
6.200052881E0,-1.037024379E0,-1.409219742E0,-5.626883507E-1,1.837916762E0
6.204823402E0,-9.835433960E-1,-1.410742760E0,-5.444598198E-1,1.803881715E0
6.209593870E0,-9.383417368E-1,-1.450482845E0,-5.404763222E-1,1.810110592E0
6.214364339E0,-8.843603134E-1,-1.471012592E0,-5.435819626E-1,1.800403444E0
6.219134808E0,-8.070570230E-1,-1.455622673E0,-5.466122627E-1,1.751845704E0
6.223905277E0,-7.326630354E-1,-1.437744141E0,-5.424504280E-1,1.702397076E0
6.228675745E0,-6.275407076E-1,-1.431677341E0,-5.191960335E-1,1.647140513E0
6.233446214E0,-4.699679613E-1,-1.375188351E0,-4.673790932E-1,1.526583146E0
6.238216683E0,-3.863965273E-1,-1.349575520E0,-4.348545074E-1,1.469610425E0
6.242987204E0,-3.691879511E-1,-1.290232658E0,-3.810129166E-1,1.395052292E0
6.247757673E0,-3.892737925E-1,-1.242634296E0,-3.393287659E-1,1.345666412E0
6.252528141E0,-4.298211932E-1,-1.245026588E0,-2.930397987E-1,1.349336796E0
6.257298610E0,-4.213780761E-1,-1.259230614E0,-2.659645081E-1,1.354237180E0
6.262069079E0,-3.996730447E-1,-1.335491180E0,-2.867040634E-1,1.423191644E0
6.266839548E0,-3.980943263E-1,-1.402183056E0,-3.646469116E-1,1.502519146E0
6.271610016E0,-4.359194934E-1,-1.504677296E0,-4.710664749E-1,1.635843267E0
6.276380485E0,-5.254016519E-1,-1.595089912E0,-5.533638000E-1,1.768211022E0
6.281151006E0,-6.504318118E-1,-1.649517059E0,-6.235213280E-1,1.879560299E0
6.285921475E0,-7.304059863E-1,-1.689537048E0,-6.767473221E-1,1.961126024E0
6.290691943E0,-8.231649399E-1,-1.741364479E0,-7.418074608E-1,2.064032237E0
6.295462412E0,-8.621538281E-1,-1.752318382E0,-8.115911484E-1,2.114854399E0
6.300232881E0,-9.193952084E-1,-1.760617256E0,-8.909311295E-1,2.176882852E0
6.305003350E0,-9.354020953E-1,-1.747074127E0,-9.798789024E-1,2.210748233E0
6.309773818E0,-9.390561581E-1,-1.709162235E0,-1.064218998E0,2.221626452E0
6.314544339E0,-8.611258268E-1,-1.649274349E0,-1.143990517E0,2.184114894E0
6.319314808E0,-7.325499654E-1,-1.581630230E0,-1.221710682E0,2.128558345E0
6.324085277E0,-5.362498164E-1,-1.534795284E0,-1.264023304E0,2.059348281E0
6.328855745E0,-3.483052552E-1,-1.439409733E0,-1.273392677E0,1.953137435E0
6.333626214E0,-1.992128044E-1,-1.391077995E0,-1.278579712E0,1.899881525E0
6.338396683E0,-1.290819943E-1,-1.329972267E0,-1.272439957E0,1.845153608E0
6.343167152E0,-8.983090520E-2,-1.194044590E0,-1.259717941E0,1.738016503E0
6.347937673E0,-5.518863350E-2,-1.138709068E0,-1.242830753E0,1.686514871E0
6.352708141E0,-5.374449492E-2,-1.106534481E0,-1.216988087E0,1.645711710E0
6.357478610E0,-3.278669715E-2,-1.109444618E0,-1.210880280E0,1.642611756E0
6.362249079E0,1.024833322E-2,-1.121154785E0,-1.179038048E0,1.627029133E0
6.367019548E0,2.518284321E-2,-1.177393436E0,-1.155038834E0,1.649546661E0
6.371790016E0,7.307641208E-3,-1.239895344E0,-1.110172749E0,1.664294865E0
6.376560485E0,-3.850643337E-2,-1.306384087E0,-1.094561100E0,1.704753979E0
6.381330954E0,-1.243054569E-1,-1.374542713E0,-1.112886906E0,1.772945792E0
6.386101423E0,-2.526047826E-1,-1.451640129E0,-1.165035725E0,1.878397317E0
6.390871943E0,-3.257440329E-1,-1.549711704E0,-1.172030926E0,1.970119801E0
6.395642412E0,-4.206079245E-1,-1.661613464E0,-1.174524307E0,2.077830041E0
6.400412881E0,-4.608969688E-1,-1.703709126E0,-1.239424229E0,2.156669474E0
6.405183350E0,-5.044203997E-1,-1.766969204E0,-1.282966137E0,2.241120750E0
6.409953818E0,-5.586476326E-1,-1.777257442E0,-1.326715946E0,2.287117486E0
6.414724287E0,-5.928637981E-1,-1.756168365E0,-1.365891933E0,2.302449909E0
6.419494756E0,-6.169840693E-1,-1.732343197E0,-1.398180962E0,2.310106555E0
6.424265277E0,-5.907511711E-1,-1.715242863E0,-1.423681736E0,2.306060431E0
6.429035745E0,-5.336620212E-1,-1.692829132E0,-1.394681931E0,2.257344305E0
6.433806214E0,-4.339796305E-1,-1.669892311E0,-1.349487305E0,2.190432523E0
6.438576683E0,-2.508420348E-1,-1.624904156E0,-1.280952930E0,2.084244624E0
6.443347152E0,-5.790023506E-2,-1.548421860E0,-1.138834000E0,1.922993908E0
6.448117620E0,1.359145194E-1,-1.440605164E0,-9.876346588E-1,1.751924146E0
6.452888089E0,3.074745834E-1,-1.335077763E0,-8.702626228E-1,1.623062009E0
6.457658558E0,5.103210211E-1,-1.243865967E0,-7.746434212E-1,1.551677324E0
6.462429079E0,7.260413766E-1,-1.193397522E0,-7.125654221E-1,1.568146424E0
6.467199548E0,8.788342476E-1,-1.190772533E0,-6.529226303E-1,1.617589819E0
6.471970016E0,1.002856851E0,-1.212110519E0,-6.410541534E-1,1.698789040E0
6.476740485E0,1.113049269E0,-1.243008137E0,-7.103781700E-1,1.813445628E0
6.481510954E0,1.082838655E0,-1.271365643E0,-8.441739082E-1,1.871240160E0
6.486281423E0,9.980347157E-1,-1.318552494E0,-1.004237652E0,1.934721488E0
6.491051891E0,8.818128109E-1,-1.384335995E0,-1.181149006E0,2.022150576E0
6.495822412E0,7.425739765E-1,-1.408730984E0,-1.327273846E0,2.073064147E0
6.500592881E0,6.077990532E-1,-1.475371838E0,-1.411651134E0,2.130469590E0
6.505363350E0,4.452258646E-1,-1.529083252E0,-1.458401203E0,2.159457277E0
6.510133818E0,3.711499870E-1,-1.521969795E0,-1.470067978E0,2.148311949E0
6.514904287E0,3.370733857E-1,-1.468301296E0,-1.451596737E0,2.092046904E0
6.519674756E0,3.524553776E-1,-1.420586586E0,-1.383999825E0,2.014384908E0
6.524445225E0,4.872106910E-1,-1.347768784E0,-1.291197300E0,1.929001145E0
6.529215693E0,6.846470833E-1,-1.247625351E0,-1.146801949E0,1.827693999E0
6.533986214E0,8.525205851E-1,-1.189502716E0,-1.063164711E0,1.808874584E0
6.538756683E0,1.027738810E0,-1.130342484E0,-1.001936913E0,1.826964359E0
6.543527152E0,1.199230909E0,-1.053637981E0,-9.581236839E-1,1.861802558E0
6.548297620E0,1.326787949E0,-9.904799461E-1,-9.125742912E-1,1.890557754E0
6.553068089E0,1.406024456E0,-9.289555550E-1,-8.819732666E-1,1.902035761E0
6.557838558E0,1.497038722E0,-9.002285004E-1,-9.331350327E-1,1.980474003E0
6.562609027E0,1.568816543E0,-9.305090904E-1,-1.003843784E0,2.082002607E0
6.567379548E0,1.590163708E0,-9.600553513E-1,-1.105959892E0,2.161821958E0
6.572150016E0,1.567924500E0,-1.005625725E0,-1.251369953E0,2.244013613E0
6.576920485E0,1.508400798E0,-1.055304050E0,-1.380240440E0,2.300870113E0
6.581690954E0,1.391198158E0,-1.056579113E0,-1.428026676E0,2.256335951E0
6.586461423E0,1.313301921E0,-1.064589977E0,-1.449728489E0,2.227066781E0
6.591231891E0,1.276455879E0,-1.067412853E0,-1.421461105E0,2.188438138E0
6.596002360E0,1.220464349E0,-1.012447357E0,-1.407839298E0,2.120517476E0
6.600772829E0,1.164396167E0,-9.451832771E-1,-1.341917515E0,2.012444403E0
6.605543350E0,1.163212180E0,-9.350013733E-1,-1.257168293E0,1.951348831E0
6.610313818E0,1.183770180E0,-8.576388359E-1,-1.134426117E0,1.850345596E0
6.615084287E0,1.260117412E0,-7.944693565E-1,-1.054951191E0,1.825376527E0
6.619854756E0,1.404782534E0,-7.454848289E-1,-9.565324783E-1,1.855832961E0
6.624625225E0,1.520213127E0,-6.773905754E-1,-8.605651855E-1,1.873627066E0
6.629395693E0,1.626234412E0,-6.213226318E-1,-8.171977997E-1,1.923146489E0
6.634166162E0,1.704111457E0,-6.012611389E-1,-8.645315170E-1,2.003228783E0
6.638936683E0,1.773271561E0,-6.076531410E-1,-9.474568367E-1,2.100335408E0
6.643707152E0,1.845682025E0,-6.500792503E-1,-1.065896988E0,2.228291174E0
6.648477620E0,1.873311758E0,-6.664581299E-1,-1.171949387E0,2.308014026E0
6.653248089E0,1.822366476E0,-7.142086029E-1,-1.263227940E0,2.329561832E0
6.658018558E0,1.749764442E0,-7.359881401E-1,-1.377961159E0,2.345662188E0
6.662789027E0,1.678782344E0,-7.293472290E-1,-1.480334759E0,2.354070631E0
6.667559495E0,1.589650750E0,-7.180991173E-1,-1.575224400E0,2.350316523E0
6.672329964E0,1.582259655E0,-6.877417564E-1,-1.636456966E0,2.377924671E0
6.677100433E0,1.599024415E0,-6.904869080E-1,-1.664319038E0,2.409068100E0
6.681870954E0,1.692492843E0,-6.852293015E-1,-1.628051281E0,2.446348747E0
6.686641423E0,1.817213893E0,-6.788029671E-1,-1.501647472E0,2.453158155E0
6.691411891E0,1.944753408E0,-5.946307182E-1,-1.278094292E0,2.401911016E0
6.696182360E0,2.078053474E0,-4.637250900E-1,-1.067519665E0,2.381794583E0
6.700952829E0,2.189323664E0,-3.528366089E-1,-9.154419899E-1,2.399096875E0
6.705723298E0,2.360984564E0,-2.785968781E-1,-8.696284294E-1,2.531426068E0
6.710493766E0,2.500781298E0,-2.409663200E-1,-7.985024452E-1,2.636205231E0
6.715264287E0,2.621216297E0,-2.446870804E-1,-7.546701431E-1,2.738644495E0
6.720034756E0,2.706001759E0,-2.873978615E-1,-7.141470909E-1,2.813369708E0
6.724805225E0,2.714984655E0,-3.834934235E-1,-7.676792145E-1,2.847374275E0
6.729575693E0,2.657619715E0,-4.828977585E-1,-8.122611046E-1,2.820620658E0
6.734346162E0,2.459168673E0,-5.810456276E-1,-8.620791435E-1,2.669888580E0
6.739116631E0,2.199963570E0,-6.661858559E-1,-8.763380051E-1,2.460002358E0
6.743887100E0,1.931292057E0,-7.099847794E-1,-8.620080948E-1,2.230924775E0
6.748657620E0,1.635168791E0,-7.487654686E-1,-8.570694923E-1,1.992233625E0
6.753428089E0,1.389648080E0,-7.970733643E-1,-8.470268250E-1,1.812154016E0
6.758198558E0,1.165316820E0,-8.288571835E-1,-8.006548882E-1,1.638906883E0
6.762969027E0,1.040354252E0,-8.443124294E-1,-7.130937576E-1,1.517795492E0
6.767739495E0,9.498797655E-1,-8.460466862E-1,-6.105585098E-1,1.410974223E0
6.772509964E0,9.563068748E-1,-8.222358227E-1,-4.930105209E-1,1.354124795E0
6.777280433E0,1.084154844E0,-7.727239132E-1,-3.892660141E-1,1.387091202E0
6.782050902E0,1.274772882E0,-6.831781864E-1,-2.850255966E-1,1.474115982E0
6.786821370E0,1.601226449E0,-5.700793266E-1,-2.522077560E-1,1.718291399E0
6.791591891E0,1.969064236E0,-4.379234314E-1,-2.574987411E-1,2.033542844E0
6.796362360E0,2.321950674E0,-2.768483162E-1,-2.747983932E-1,2.354488072E0
6.801132829E0,2.608192205E0,-1.440024376E-1,-3.210086823E-1,2.631814936E0
6.805903298E0,2.804578066E0,-8.090019226E-3,-4.177474976E-1,2.835531087E0
6.810673766E0,2.918381453E0,6.181335449E-2,-5.053310394E-1,2.962453485E0
6.815444235E0,2.977786541E0,3.014087677E-2,-6.101188660E-1,3.039797063E0
6.820214704E0,2.946205378E0,-5.273771286E-2,-7.081604004E-1,3.030577263E0
6.824985225E0,2.805830717E0,-1.413450241E-1,-7.372393608E-1,2.904511371E0
6.829755693E0,2.557831287E0,-1.927235126E-1,-7.737803459E-1,2.679249759E0
6.834526162E0,2.241885424E0,-2.860133648E-1,-7.673845291E-1,2.386782963E0
6.839296631E0,1.914628506E0,-3.495597839E-1,-7.633943558E-1,2.090637534E0
6.844067100E0,1.613584757E0,-4.313857555E-1,-7.090721130E-1,1.814533742E0
6.848837568E0,1.388147593E0,-4.981324673E-1,-5.852317810E-1,1.586690244E0
6.853608037E0,1.232973456E0,-5.356283188E-1,-3.966083527E-1,1.401577477E0
6.858378558E0,1.172031403E0,-5.561118126E-1,-2.052869797E-1,1.313415662E0
6.863149027E0,1.200977564E0,-5.238955021E-1,-1.838970184E-2,1.310401384E0
6.867919495E0,1.306255817E0,-4.751863480E-1,1.689510345E-1,1.400232401E0
6.872689964E0,1.474540472E0,-4.054150581E-1,3.376216888E-1,1.566084090E0
6.877460433E0,1.675682068E0,-2.813258171E-1,5.258712769E-1,1.778649827E0
6.882230902E0,1.867573500E0,-1.940648556E-1,6.643819809E-1,1.991706645E0
6.887001370E0,2.010543823E0,-1.222462654E-1,8.176975250E-1,2.173904289E0
6.891771839E0,2.115091562E0,-6.850576401E-2,8.973598480E-1,2.298599585E0
6.896542360E0,2.169870138E0,-2.571821213E-2,9.272851944E-1,2.359842299E0
6.901312829E0,2.170257092E0,-1.785373688E-2,9.433622360E-1,2.366488307E0
6.906083298E0,2.132856607E0,5.502700806E-4,9.479675293E-1,2.334035143E0
6.910853766E0,2.076294422E0,-3.853321075E-3,9.482564926E-1,2.282587074E0
6.915624235E0,1.983146429E0,3.364753723E-2,9.418296814E-1,2.195687834E0
6.920394704E0,1.821665883E0,8.935952187E-2,9.119329453E-1,2.039135457E0
6.925165173E0,1.667693615E0,1.371943951E-1,8.872547150E-1,1.894002435E0
6.929935693E0,1.525516272E0,1.870110035E-1,8.390531540E-1,1.751052028E0
6.934706162E0,1.425693274E0,2.462637424E-1,8.294429779E-1,1.667699851E0
6.939476631E0,1.389554739E0,2.864766121E-1,8.200845718E-1,1.638740348E0
6.944247100E0,1.422019958E0,3.006579876E-1,8.108997345E-1,1.664360047E0
6.949017568E0,1.559326887E0,3.199484348E-1,7.994375229E-1,1.781282598E0
6.953788037E0,1.718175769E0,3.109779358E-1,7.903966904E-1,1.916653901E0
6.958558506E0,1.812773347E0,3.143625259E-1,8.148279190E-1,2.012191726E0
6.963328975E0,1.797863007E0,3.252153397E-1,8.368635178E-1,2.009581288E0
6.968099443E0,1.745214581E0,3.480999470E-1,8.565845490E-1,1.975015088E0
6.972869964E0,1.678782940E0,3.253235817E-1,8.693094254E-1,1.918292592E0
6.977640433E0,1.632159233E0,2.878122330E-1,8.870391846E-1,1.879792052E0
6.982410902E0,1.567037702E0,2.067174911E-1,8.954830170E-1,1.816653273E0
6.987181370E0,1.476321578E0,1.464376450E-1,9.209794998E-1,1.746188027E0
6.991951839E0,1.321489930E0,1.045780182E-1,9.444112778E-1,1.627631672E0
6.996722308E0,1.185864091E0,1.049230099E-1,9.801912308E-1,1.542095110E0
7.001492777E0,1.045240879E0,1.355481148E-1,1.011579514E0,1.460888394E0
7.006263298E0,9.783728123E-1,1.343765259E-1,1.057682037E0,1.447052764E0
7.011033766E0,9.874527454E-1,1.708836555E-1,1.116060257E0,1.499951548E0
7.015804235E0,1.051003337E0,1.972162724E-1,1.179511070E0,1.592089394E0
7.020574704E0,1.142926335E0,2.205901146E-1,1.221690178E0,1.687444072E0
7.025345173E0,1.232445002E0,2.338919640E-1,1.230607986E0,1.757276913E0
7.030115641E0,1.346325159E0,2.465763092E-1,1.242107391E0,1.848302487E0
7.034886110E0,1.434524655E0,2.778496742E-1,1.256133080E0,1.926896920E0
7.039656579E0,1.516258955E0,3.109784126E-1,1.229635239E0,1.976803382E0
7.044427100E0,1.548414350E0,3.507971764E-1,1.222406387E0,2.003727285E0
7.049197568E0,1.626225114E0,3.518743515E-1,1.210583687E0,2.057653164E0
7.053968037E0,1.646459818E0,3.596990108E-1,1.222902298E0,2.082235179E0
7.058738506E0,1.613699436E0,3.456404209E-1,1.204388618E0,2.043047996E0
7.063508975E0,1.525442958E0,3.624534607E-1,1.205256462E0,1.977622782E0
7.068279443E0,1.407680988E0,3.694882393E-1,1.215975761E0,1.896492651E0
7.073049912E0,1.267465949E0,3.882484436E-1,1.238955498E0,1.814446889E0
7.077820433E0,1.138205886E0,3.780617714E-1,1.278981209E0,1.753350015E0
7.082590902E0,1.055992961E0,3.890631199E-1,1.319286346E0,1.734072579E0
7.087361370E0,1.025949121E0,3.733479977E-1,1.374163628E0,1.755074358E0
7.092131839E0,1.007980347E0,2.973623276E-1,1.393335342E0,1.745231248E0
7.096902308E0,1.012088537E0,2.279627323E-1,1.407866478E0,1.748821956E0
7.101672777E0,9.884994030E-1,1.889472008E-1,1.441596031E0,1.758132882E0
7.106443245E0,9.303498268E-1,1.874730587E-1,1.441861153E0,1.726169323E0
7.111213714E0,8.855546713E-1,1.590800285E-1,1.420607567E0,1.681558619E0
7.115984235E0,8.397097588E-1,1.300301552E-1,1.404155731E0,1.641241493E0
7.120754704E0,7.901381254E-1,1.148443222E-1,1.437911034E0,1.644717488E0
7.125525173E0,7.771830559E-1,1.087696552E-1,1.433421135E0,1.634178843E0
7.130295641E0,7.624113560E-1,7.838428020E-2,1.424203873E0,1.617334796E0
7.135066110E0,7.434654236E-1,9.794187546E-2,1.446071625E0,1.628943397E0
7.139836579E0,7.538435459E-1,1.053235531E-1,1.427268028E0,1.617549742E0
7.144607048E0,7.648220062E-1,1.172055006E-1,1.422820091E0,1.619600828E0
7.149377568E0,7.833076715E-1,1.144790649E-1,1.437530518E0,1.641088161E0
7.154148037E0,7.876532078E-1,1.495698690E-1,1.459482193E0,1.665189777E0
7.158918506E0,7.586710453E-1,1.792807579E-1,1.471975327E0,1.665663444E0
7.163688975E0,7.802373171E-1,2.176327705E-1,1.475047112E0,1.682824493E0
7.168459443E0,7.856466770E-1,2.165509462E-1,1.471095085E0,1.681741884E0
7.173229912E0,8.637810946E-1,1.998531818E-1,1.445729256E0,1.695934006E0
7.178000381E0,9.383757114E-1,1.888031960E-1,1.391792297E0,1.689165895E0
7.182770850E0,1.009531021E0,1.641867161E-1,1.314091682E0,1.665216836E0
7.187541370E0,1.043653607E0,1.642111540E-1,1.241364479E0,1.630080957E0
7.192311839E0,1.014147878E0,1.817601919E-1,1.140187263E0,1.536736699E0
7.197082308E0,1.011523962E0,2.001940012E-1,1.044100761E0,1.467448385E0
7.201852777E0,1.059421659E0,2.220765352E-1,9.244251251E-1,1.423465507E0
7.206623245E0,1.114540935E0,1.593396664E-1,7.739915848E-1,1.366255319E0
7.211393714E0,1.135796428E0,1.295304298E-1,6.693305969E-1,1.324694344E0
7.216164183E0,1.108339787E0,1.115658283E-1,5.434856415E-1,1.239451757E0
7.220934704E0,1.024433494E0,1.128649712E-1,4.921398163E-1,1.142105110E0
7.225705173E0,8.812470436E-1,1.122314930E-1,4.363708496E-1,9.897533927E-1
7.230475641E0,7.526482344E-1,1.434346437E-1,4.478807449E-1,8.874964921E-1
7.235246110E0,6.696969271E-1,1.253235340E-1,4.381351471E-1,8.100384987E-1
7.240016579E0,5.728477240E-1,1.153504848E-1,4.859809875E-1,7.600248479E-1
7.244787048E0,5.293486118E-1,9.914577007E-2,5.315523148E-1,7.566952490E-1
7.249557516E0,5.037367344E-1,4.788446426E-2,6.178216934E-1,7.985907991E-1
7.254328037E0,4.534372091E-1,1.402151585E-2,6.777706146E-1,8.155825596E-1
7.259098506E0,4.340605736E-1,-3.137099743E-2,7.376451492E-1,8.564537858E-1
7.263868975E0,4.148715734E-1,-4.313027859E-2,7.926445007E-1,8.956918822E-1
7.268639443E0,3.890557289E-1,-6.461107731E-2,8.260269165E-1,9.153466110E-1
7.273409912E0,3.950200081E-1,-9.359562397E-2,8.712739944E-1,9.612072206E-1
7.278180381E0,3.968673944E-1,-8.501148224E-2,9.069223404E-1,9.935989193E-1
7.282950850E0,3.848958015E-1,-9.407877922E-2,9.187068939E-1,1.000508846E0
7.287721318E0,3.876711130E-1,-9.938085079E-2,8.923597336E-1,9.779935273E-1
7.292491839E0,4.554171562E-1,-1.129803658E-1,8.637790680E-1,9.829972673E-1
7.297262308E0,5.281878710E-1,-1.254338026E-1,8.306226730E-1,9.922953647E-1
7.302032777E0,5.843449831E-1,-1.320353746E-1,8.048791885E-1,1.003355823E0
7.306803245E0,6.452434063E-1,-1.662118435E-1,7.913475037E-1,1.034502925E0
7.311573714E0,7.178548574E-1,-1.538462639E-1,7.637634277E-1,1.059395508E0
7.316344183E0,7.279827595E-1,-1.977727413E-1,7.556247711E-1,1.067727376E0
7.321114704E0,7.641571760E-1,-1.662551165E-1,7.047290802E-1,1.052720300E0
7.325885173E0,7.714984417E-1,-2.002295256E-1,6.278076172E-1,1.014615254E0
7.330655641E0,7.833840847E-1,-2.182391882E-1,5.416269302E-1,9.770766086E-1
7.335426110E0,8.046185970E-1,-2.583771944E-1,4.987411499E-1,9.812810993E-1
7.340196579E0,7.945287228E-1,-2.964318991E-1,4.201917648E-1,9.464189777E-1
7.344967048E0,7.843651772E-1,-3.058491945E-1,3.394031525E-1,9.077262588E-1
7.349737516E0,7.670788765E-1,-3.294743299E-1,2.419757843E-1,8.692040135E-1
7.354507985E0,7.164833546E-1,-3.408212662E-1,1.971864700E-1,8.175512442E-1
7.359278454E0,6.588914394E-1,-3.658459187E-1,1.045341492E-1,7.608604034E-1
7.364048975E0,5.920982361E-1,-3.732801676E-1,4.765129089E-2,7.015618648E-1
7.368819443E0,4.826567173E-1,-3.749268055E-1,-2.372550964E-2,6.116293944E-1
7.373589912E0,4.068815708E-1,-3.587328196E-1,-6.653499603E-2,5.465059507E-1
7.378360381E0,3.335187435E-1,-3.723973036E-1,-8.080196381E-2,5.064024697E-1
7.383130850E0,3.008902073E-1,-3.634014130E-1,-1.430406570E-1,4.930072346E-1
7.387901318E0,2.801754475E-1,-4.130215645E-1,-2.005939484E-1,5.378875591E-1
7.392671839E0,2.474298477E-1,-4.495989084E-1,-2.152023315E-1,5.564824809E-1
7.397442308E0,2.743275166E-1,-4.709188938E-1,-2.370672226E-1,5.943240353E-1
7.402212777E0,2.508316040E-1,-4.268970490E-1,-2.446489334E-1,5.522777241E-1
7.406983245E0,2.557165623E-1,-4.205342531E-1,-2.426795959E-1,5.487562342E-1
7.411753714E0,2.937366962E-1,-3.970075846E-1,-2.502574921E-1,5.536470728E-1
7.416524183E0,3.456950188E-1,-4.019095898E-1,-2.028026581E-1,5.675960557E-1
7.421294652E0,3.877229691E-1,-3.756910563E-1,-1.839990616E-1,5.703757754E-1
7.426065173E0,4.486258030E-1,-3.925787210E-1,-1.340732574E-1,6.110309335E-1
7.430835641E0,5.142526627E-1,-3.976757526E-1,-9.133052826E-2,6.564625432E-1
7.435606110E0,5.416862965E-1,-4.269074202E-1,-9.162330627E-2,6.957505440E-1
7.440376579E0,5.453221798E-1,-4.443297386E-1,-6.799793243E-2,7.067028479E-1
7.445147048E0,4.724936485E-1,-4.523637295E-1,-3.957271576E-2,6.553237303E-1
7.449917516E0,3.828995228E-1,-4.652338028E-1,8.316040039E-4,6.025406438E-1
7.454687985E0,2.835364342E-1,-5.043220520E-1,3.171825409E-2,5.794304870E-1
7.459458454E0,1.789212227E-1,-5.576366186E-1,1.176929474E-1,5.973466600E-1
7.464228975E0,6.414270401E-2,-6.178982854E-1,2.013540268E-1,6.530360033E-1
7.468999443E0,-4.409503937E-2,-6.612036824E-1,2.922744751E-1,7.242644896E-1
7.473769912E0,-1.697998047E-1,-6.874112487E-1,3.498239517E-1,7.897740156E-1
7.478540381E0,-2.819266319E-1,-6.942220926E-1,4.457654953E-1,8.718565343E-1
7.483310850E0,-4.090917110E-1,-6.603081226E-1,5.370454788E-1,9.443414061E-1
7.488081318E0,-4.916735888E-1,-6.551596522E-1,6.356821060E-1,1.036855259E0
7.492851839E0,-5.226461887E-1,-6.072768569E-1,7.632417679E-1,1.106563245E0
7.497622308E0,-5.068342686E-1,-5.864764452E-1,9.245433807E-1,1.206489146E0
7.502392777E0,-4.632463455E-1,-5.572470427E-1,1.057428360E0,1.281903343E0
7.507163245E0,-4.322910309E-1,-4.984873533E-1,1.166714668E0,1.340368716E0
7.511933714E0,-4.135777950E-1,-4.704262018E-1,1.250014305E0,1.398171365E0
7.516704183E0,-3.613028526E-1,-4.302252531E-1,1.312072754E0,1.427294094E0
7.521474652E0,-3.231112957E-1,-3.706682920E-1,1.359885216E0,1.446057984E0
7.526245120E0,-2.417614460E-1,-3.259756565E-1,1.376685143E0,1.435259805E0
7.531015641E0,-1.577131748E-1,-2.959843874E-1,1.350794792E0,1.391807017E0
7.535786110E0,-1.866650581E-2,-2.899937630E-1,1.287269592E0,1.319662011E0
7.540556579E0,6.815600395E-2,-2.624784708E-1,1.238588333E0,1.267927935E0
7.545327048E0,1.530802250E-1,-2.560638189E-1,1.173718452E0,1.211039735E0
7.550097516E0,2.004535198E-1,-2.749274969E-1,1.078519821E0,1.130916331E0
7.554867985E0,1.984906197E-1,-2.781065702E-1,1.012565613E0,1.068658463E0
7.559638506E0,2.090156078E-1,-2.604401112E-1,9.495010376E-1,1.006513187E0
7.564408975E0,1.651017666E-1,-2.643920183E-1,9.178171158E-1,9.693038691E-1
7.569179443E0,8.354330063E-2,-2.775733471E-1,9.267606735E-1,9.710364525E-1
7.573949912E0,-4.738831520E-2,-2.851908207E-1,9.118928909E-1,9.566232807E-1
7.578720381E0,-1.773786545E-1,-2.514555454E-1,9.255447388E-1,9.753594937E-1
7.583490850E0,-2.731080055E-1,-2.358330488E-1,9.602909088E-1,1.025847864E0
