Time,aron_Arm_1_X (rad/s),aron_Arm_1_Y (rad/s),aron_Arm_1_Z (rad/s),aron_Arm_1_X (m/s^2),aron_Arm_1_Y (m/s^2),aron_Arm_1_Z (m/s^2),aron_Been_1_X (rad/s),aron_Been_1_Y (rad/s),aron_Been_1_Z (rad/s),aron_Been_1_X (m/s^2),aron_Been_1_Y (m/s^2),aron_Been_1_Z (m/s^2),aron_1_Distance (meters),aron_1_Pace (seconds),aron_Arm_1_HR (bpm)
00:00:00.000,0.028236643679399997,0.45746941865,0.3853475108800001,-5.9859022522,5.1961894684,4.6907804719,0.039779768326,-0.040224958956,0.56330664455,-9.5418625945,-2.8667785034,-1.19866236873,,,71.0
00:00:00.100,0.31095567494000004,0.80997324585,0.83395636075,-6.8789750976,5.5810840759,4.964875488300001,0.003551736079099998,-0.14945152253900001,0.5416098594699998,-9.5090957337,-1.6187188568,-0.57199053956,,,
00:00:00.200,0.194670162724,0.6715633511399999,1.3643193484,-5.504553222666667,6.466585998333333,4.441879730444445,0.11158719882599999,-0.19081262649000003,0.63956967592,-9.663948715000002,-1.1278895415999999,-0.4232298889000001,,,
00:00:00.300,-0.06095084042770001,0.47473008930000005,1.3181840897000001,-5.1132170104000005,7.2775063477,3.8919516446999998,0.129779621201,-0.122147952389,0.7775336861800001,-9.8070810705,-0.575777664194,-0.70549790965,,,
00:00:00.400,-0.169116666711,0.50855181218,1.3215492368000001,-5.3529734345,7.7443255921,3.8065691987,-0.0010145330806000034,-0.36863576771,0.57472180725,-10.6806794133,0.357860824581,-0.02077679443900001,,,
00:00:00.500,0.12759552438900001,0.074111277425,1.27422882618,-6.0740689085,8.2120878754,3.5520834046000003,0.04386580963909091,-0.029633946546363633,-0.024184463719090898,-10.5150338735,-0.5745951232900001,-0.08289761353500001,,,
00:00:00.600,0.028859340446500004,-0.6346929877999999,-0.5284310452600001,-6.6370182494000005,8.762044235200001,3.9709723205000005,0.009639816544800001,-0.45099560618999995,-0.53111903369,-10.9229506077,-0.02432441712000001,0.059201889045,,,
00:00:00.700,-0.17223515064,-0.05156328174620001,-0.49599983988999996,-3.0317504425,8.8542824248,3.8337377013,-0.10391313358700001,0.13117224274599998,-0.40014838873,-8.757763137999998,-0.7769293670799999,0.686831726057,,,
00:00:00.800,-0.1916622877,-0.0393672461591,-0.38072778284000003,-4.582944717400001,7.855110214300001,3.6680771942,-0.24656856803999996,0.11587058781370001,-0.7094572961400001,-11.0141858817,-1.08775799561,0.45574227901599995,,,
00:00:00.900,-0.17907871603999997,-0.42793617697,-0.50338841976,-5.4109778136,7.6232124481,4.0310274353,-0.20894954056,0.230482520153,-0.87752369045,-9.520217606200001,-2.4313639528,0.36540513611,,,
00:00:01.000,-0.138753020766,-0.42425874769000005,-0.46874444186,-4.8665599367,7.970565124699999,4.4313250123,-0.13300294205299998,0.0002195299908999984,-0.7892832935,-9.2941726685,-2.5201742707,0.10958711242279998,,,71.0
00:00:01.100,-0.20548785179,-0.31994903384000006,-0.43190090655999996,-4.5097469329,7.462341979900001,4.4973227691,-0.001999439247799999,0.030681546779,-0.68858149647,-9.2013357238,-3.0164223174,-0.33533267211,1.8,249.0,
00:00:01.200,-0.21252008973,-0.4443458020600001,-0.41482720077,-4.741435135000001,7.020176468,4.666276428300001,0.15344977974,-0.005772813219499994,-0.61509256959,-9.2587114106,-3.8864281310999997,-0.6140979766629999,,,
00:00:01.300,-0.31678014993333337,-0.5919891264666666,-0.34613555337777785,-3.9441630705999997,7.0753816681,5.1720895843,0.11465835721199999,-0.146293406576,-0.5384034097299999,-8.6988456572,-3.7148549192999996,0.31957044982999994,,,
00:00:01.400,-0.33514554203999997,-0.77429471612,-0.24473990872000004,-3.1078821260000002,6.585151107899999,5.214661056599999,0.09800696782799999,0.007597304996999998,-0.53690976499,-8.648034501545455,-4.8150642950909095,0.2768152687636363,,,
00:00:01.500,-0.0396324718805,-0.34436432420999996,0.024919588306000003,-2.9739705964,6.4016626738,5.936624725300001,0.06515846625,-0.07131968737300001,-0.55899507403,-7.7992463837,-5.3466865081999995,0.279738281239,,,
00:00:01.600,0.056513179466000006,-0.2237339638,0.107885801042,-3.5689682922,6.876774673300001,5.973882247900001,-0.0337582286434,0.048191642845299996,-0.5197473675,-8.0615459289,-5.224091446000001,0.67377886967,,,
00:00:01.700,0.0051839946292,-0.35781430303999995,-0.067749119736,-3.5096915589000006,6.9947742921,6.0619141845,-0.19868422447,0.12272091805900001,-0.43278191983000003,-7.6543027954,-5.4704641114,0.30780491637999996,,,
00:00:01.800,-0.07160697281299999,-0.33272285758000003,-0.25234755427,-2.7482699432000004,7.399382904099999,6.195376647800001,-0.17058807313,0.009880128411200007,-0.3270254493,-7.7357334595,-6.3763054047,-0.5292693786700001,,,
00:00:01.900,-0.14338136017999997,-0.14975557998999997,-0.18168197946,-2.9234057464000003,6.8075735778999995,6.463573929000001,0.04786116787770001,-0.11827875160899999,-0.24922156633,-7.438017562800001,-6.7109495086,-0.8719517670099999,,,
00:00:02.000,-0.0314976166951,0.022782250678999996,-0.08617538735,-2.9288544158,6.9982021637,6.2752804871,0.13782775625500002,-0.26477659643,-0.21445584299,-7.472655532999999,-6.2191771546000005,-0.06077362059714,,,72.0
