Time (s),X (rad/s),Y (rad/s),Z (rad/s)
0.0134545,0.01175012905,-0.0075482763349999996,-0.006080384366000001
0.0233985,0.003562603844,-0.009691075422,-0.0008767303079
0.0333435,0.002044868423,-0.008471347391999999,0.0018396936360000002
0.0432875,0.008151906541999999,-0.004790711682,0.002317572013
0.0532325,0.005852533504,-0.0006524259225,0.001605176367
0.0631765,0.009944835677999999,0.0075152888890000005,0.002931434661
0.0731205,0.01136509981,0.005934969056000001,-0.0019243070860000002
0.0830655,0.01470313966,0.005921706091999999,-0.004962019622
0.0930095,0.02067900822,0.0007192210178,-0.007359130774
0.1029545,0.01869856007,0.002122909296,-0.006940719206
0.1128985,0.01392031461,0.004228936974,-0.001037556212
0.1228435,0.008180383593000001,0.003331847489,0.0007464410737
0.1327875,0.0046253297480000006,0.0013019863980000001,0.0002132765949
0.1427325,0.003580757184,0.0027215513400000004,-0.004876796156
0.1526765,0.008321450091999999,0.007577293087000001,-0.004303151742
0.1626215,0.008842281997,0.01101510413,-0.005073337816
0.1725655,0.006330388132,0.01882775314,-0.005607301369
0.1825105,-0.00777010899,0.01720688865,-0.00219310401
0.1924545,-0.030187267810000005,0.009903434664,-0.003686604556
0.2023995,-0.03914034367,-0.003110826947,-0.001615411136
0.2123435,-0.026337198909999998,-0.01568068005,0.003225416876
0.2222885,-0.01118458249,-0.02883948758,0.003488061018
0.2322325,0.003220455255,-0.02957239002,0.006149624473999999
0.2421775,0.007476530969,-0.02254621871,0.003700739704
0.2521215,0.012433739380000001,-0.0043357890100000004,9.854789823000001e-05
0.2620665,0.011369476090000002,0.00939637702,0.0002775490284
0.2720105,0.007759294473,0.021862901749999997,0.0004834113643
0.2819545,0.026404250409999996,0.02505462803,-0.001374153886
0.2918995,0.045229870830000005,0.01992138475,-0.003908684477
0.3018435,0.05409833789,0.009978086688,-0.002606026828
0.3117885,0.04810968786,0.0013390579259999998,0.0005008168518999999
0.3217325,0.02772718668,0.0070491419169999995,0.004945100285
0.3316775,0.015158928930000001,0.004717544186999999,0.006215960719
0.3416215,0.008524913341,0.001451967051,0.006661959924
0.3515665,0.01190419775,-0.009750087745,0.005633980036000001
0.3615105,0.008455713279999999,-0.012934530149999998,0.0017268573869999998
0.3714555,0.002586905146,-0.01714285836,-0.002608769108
0.3813995,-0.0008379744831000001,-0.01630329713,-0.0005626850761
0.3913445,0.012209650130000001,-0.01428142563,-0.002219171263
0.4012885,0.030789144339999998,-0.0103508234,-0.0020502512340000003
0.4112335,0.04337417706999999,-0.004293196835,-0.0031362883750000003
0.4211775,0.04743042588,0.0018323693659999998,0.003280042671
0.4311225,0.051449935880000006,0.013326306829999999,0.0003188736737
0.4410665,0.047818142919999994,0.007568975911,0.0003640679643
0.4510115,0.04764850065,0.0062264762820000005,-0.007396116853
0.4609555,0.061617616560000005,-0.0007399779279,-0.008065822534
0.4709005,0.08540603517999999,-0.0006459682481000001,-0.011067471470000001
0.4808445,0.1074983403,-0.004222457763000001,-0.014331951740000001
0.4907895,0.1263801605,-0.0023443968969999998,-0.009896457195
0.5007335,0.1379037499,-4.738365533e-05,-0.00325557217
0.5106775,0.1556169689,-0.00733166188,-0.0005388814025
0.5206225,0.1869031787,-0.0283402279,-0.01257359795
0.5305665,0.2315662503,-0.05360164121,-0.0226161126
0.5405115,0.2581992745,-0.0701712817,-0.034065224229999996
0.5504555,0.2488286793,-0.08581442386,-0.039794482289999995
0.5604005,0.226148352,-0.1097846404,-0.033376801760000005
0.5703445,0.2082684189,-0.1065901816,-0.02319820039
0.5802895,0.1907127202,-0.05011640117,-0.013171769679999999
0.5902335,0.19095401469999998,0.04130619019,0.00545038376
0.6001785,0.21131460370000002,0.11171888560000001,0.01679795608
0.6101225,0.2502111495,0.1187277958,0.02684632875
0.6200675,0.2776741982,0.08452093600999999,0.03772781789
0.6300115,0.2756885588,0.04716477171,0.05291715263999999
0.6399565,0.244236812,0.021854875609999998,0.06398037076
0.6499005,0.21360087390000002,0.024507116529999998,0.06989818811000001
0.6598455,0.186982587,0.03727064282,0.07775124162000001
0.6697895,0.1703168005,0.03791299835,0.08401073515
0.6797345,0.161664173,0.03286086768,0.08816409111
0.6896785,0.15956747529999998,0.02691536024,0.08550599217
0.6996235,0.1474355459,0.02015294507,0.08010656387
0.7095675,0.1419161409,0.003128421027,0.07199271022999999
0.7195125,0.1436083317,-0.01513444632,0.05310738459
0.7294565,0.15875320140000002,-0.02503394894,0.03419494629
0.7394015,0.1810321212,-0.034951854500000004,0.023660335690000003
0.7493455,0.21528995039999999,-0.04351524636,0.01387961116
0.7592905,0.2515270114,-0.06353599577999999,0.013806903730000002
0.7692345,0.2741670609,-0.07818365097,0.0185254924
0.7791795,0.2989184558,-0.07064248621000001,0.02342536114
0.7891235,0.3251748383,-0.02425075136,0.03060364537
0.7990675,0.349075675,0.04748352617,0.05046550557
0.809012375,0.36393985149999997,0.1112494543,0.07788302004
0.818956375,0.3553125262,0.1372043043,0.1064470857
0.828901375,0.3168545961,0.1091199294,0.14114888009999998
0.838845375,0.2251339704,0.01735993847,0.1694948971
0.848790375,0.1302229017,-0.07556893677,0.1908608973
0.858734375,0.0712813288,-0.11538883300000001,0.243204996
0.868679375,-0.01991276443,-0.18054465949999998,0.2907557189
0.878623375,-0.04612253234,-0.2553198636,0.2752350867
0.888568375,0.03949090466,-0.240531832,0.22750087079999998
0.898512375,0.1480037421,-0.2210472822,0.196221292
0.908457375,0.2743496895,-0.1767309457,0.1805696338
0.918401375,0.35517737270000005,-0.1557837725,0.1893972605
0.928346375,0.36666864159999996,-0.17357128859999998,0.1902105957
0.938290375,0.3697259128,-0.1463333368,0.1911090016
0.948235375,0.34973356130000005,-0.0648669675,0.1914368272
0.958179375,0.3252163231,0.029704699289999994,0.17456141109999998
0.968124375,0.3405822217,0.1518218219,0.1570396721
0.978068375,0.35545921329999997,0.2098717093,0.1763869971
0.988013375,0.3226703703,0.2180207223,0.20459200440000003
0.997957375,0.2618242204,0.2610969245,0.196779266
1.007902375,0.2235441953,0.29256722329999996,0.1609943807
1.017846375,0.2319767475,0.3037131131,0.13285394009999998
1.027791375,0.20639096199999998,0.3236995935,0.1472515166
1.037735375,0.1975803822,0.2706730068,0.1344355494
1.047680375,0.2205498815,0.2133791,0.11012622710000002
1.057624375,0.2302356809,0.1648517102,0.1135191247
1.067569375,0.23911918699999998,0.13152092699999998,0.1109630242
1.077513375,0.2444129139,0.1417591721,0.1018181816
1.087458375,0.23949272929999998,0.15994510050000002,0.11450867349999999
1.097402375,0.2512131929,0.1579756141,0.1381834745
1.107347375,0.2576271296,0.1448382288,0.15571931
1.117291375,0.2288368046,0.1170697883,0.1859534681
1.127236375,0.1876885742,0.07188606262,0.21107293670000002
1.137180375,0.1573541015,0.048942986880000004,0.2249500602
1.147125375,0.13103994730000001,0.03811004758,0.2263538241
1.157069375,0.1549856961,0.026446538050000003,0.2131547183
1.167014375,0.1887686998,0.03197739273,0.18016853929999999
1.176958375,0.18191334609999998,0.06106220931,0.13373130560000002
1.186903375,0.1650808305,0.08406499773000001,0.09292262793
1.196847375,0.15201918779999998,0.08688214421,0.09840242565
1.206791375,0.13290782269999998,0.09473633766,0.128205061
1.216736375,0.09561700374,0.12158717960000001,0.1489678323
1.226680375,0.05533509701,0.1246327758,0.1638639569
1.236625375,0.03750566393,0.1167553291,0.1699753702
1.246569375,0.02527669258,0.129434377,0.1753355116
1.256514375,0.0191161707,0.1414343119,0.1724158376
1.266458375,0.02909290418,0.1379993707,0.1700112671
1.276403375,0.040490988639999996,0.12136930970000001,0.1709507257
1.286347375,0.043988518420000004,0.1088439301,0.1855709404
1.296292375,0.03134597465,0.0849064365,0.2057232857
1.306236375,0.02422121912,0.042197324339999995,0.23298391699999998
1.316181375,0.007395131513,0.01883589476,0.2589765191
1.326125375,0.0059828571979999995,-4.724954488e-05,0.2808682323
1.336070375,0.004684069194,0.005464536604000001,0.29486215109999997
1.346014375,-0.007657018956,0.03637212142,0.305608809
1.355959375,-0.011950674469999999,0.045895792539999994,0.3047119081
1.365903375,-0.009656361304000001,0.02979618497,0.3119437099
1.375848375,-0.023690184580000002,0.03157535568,0.3248561621
1.385792375,-0.02907882445,0.035997532310000004,0.3443593085
1.395737375,-0.02376591787,0.049021422860000004,0.3550441265
1.405681375,-0.01569813862,0.08262065798,0.36048072579999996
1.415626375,-0.003185215872,0.11090012640000001,0.3648907244
1.425570375,0.006655164063,0.11536598210000001,0.3733089864
1.435515375,0.005822062027000001,0.09981876612,0.3764047623
1.445459375,0.001812140341,0.1175349131,0.3805736601
1.455404375,0.00847457163,0.1442088932,0.3715187609
1.465348375,0.024784568700000002,0.1692905426,0.3632368743
