Time,chris_Arm_1_X (rad/s),chris_Arm_1_Y (rad/s),chris_Arm_1_Z (rad/s),chris_Arm_1_X (m/s^2),chris_Arm_1_Y (m/s^2),chris_Arm_1_Z (m/s^2),chris_Been_1_X (rad/s),chris_Been_1_Y (rad/s),chris_Been_1_Z (rad/s),chris_Been_1_X (m/s^2),chris_Been_1_Y (m/s^2),chris_Been_1_Z (m/s^2),chris_1_Distance (meters),chris_1_Pace (seconds),chris_Arm_1_HR (bpm)
00:00:00.000,0.0008116454460800008,-0.030317671037000005,0.006764411785500001,-3.1775023499,6.4305675658,6.7019532164,0.07422799319199999,0.0010218753936999988,-3.1312461099998814e-06,-8.244151199400001,-5.361445816000001,0.140078704828,,,98.0
00:00:00.100,-0.01169596276507,-0.031487502157700006,0.0022949239249,-3.1969768523999997,6.4016776429,6.645894790700001,0.08705026433299999,-0.0002336942115000015,0.00028426889210000065,-8.1583645934,-5.4047956696,0.132758926396,,,
00:00:00.200,-0.028136311655000003,-0.035983520653099996,-0.01634983754461,-3.1522199249,6.5526387176,6.696878768900001,0.123010337356,-0.006116102541000002,0.0083234873598,-8.1770906524,-5.371160614,0.147533203125,,,
00:00:00.300,-0.016758774290099997,-0.05974334776400001,-0.038929540107,-3.0829140473,6.650699798700001,6.6373775025,0.22352029979000002,-0.0024691510010699997,0.037445409596,-8.2711849823,-5.461452850300001,0.14726376343000003,,,
00:00:00.400,-0.08904084711699999,0.0111616954216,-0.09643483385599999,-3.0051806947000004,6.904646713300001,6.6139961242,0.32455651164000004,-0.048505577631,0.06705076321900001,-8.2818877256,-5.314353744500002,0.196346694942,,,
00:00:00.500,-0.15395569951,-0.10033774449600001,-0.144384390867,-3.1654524079,6.844920913699999,6.507926696599999,0.201295053232,-0.0213582039371,0.09217257239199998,-8.652666687,-4.320001510499999,0.8570727081000001,,,
00:00:00.600,-0.04204646735368,0.10200630947699998,-0.34375487268000005,-2.8341313934,6.496325821099999,6.1769349975,-0.02062723808366,0.0030659978157449035,0.15958339348,-8.750293670600001,-4.096441406299999,1.03397483826,,,
00:00:00.700,-0.16840168502,1.3295573127777778,-1.3462399708000001,-4.769950836200001,6.6448469697000005,7.2659204407,-0.070948382467,0.03433465414125,0.21437580140000004,-8.7573889161,-4.538442260699999,0.6365512847900001,,,
00:00:00.800,-0.6519962727899999,-0.71185408834,-0.9771625264100001,-5.7365358125000006,4.0196361237,6.9193611144,-0.133154089012,0.018621318718299997,0.24842205942,-8.6296744994,-4.991175796599999,0.58570202637,,,
00:00:00.900,-0.219896666141,0.15613702331,0.027817290036400006,-3.5236126099000002,3.3685350951000004,5.8025635070999995,-0.047269579023999996,0.083773846922,0.36245319843,-8.457698489090909,-4.408060663545455,0.45478154962727263,,,
00:00:01.000,0.143012168624,0.30875625313199995,-0.08030274995,-5.672424133500001,5.4901930847000004,7.4576567229,0.015408899797499997,0.16042691843,0.40096224249,-8.6472928619,-3.6732564240000003,0.43233096312999997,3.1,174.1,98.0
