Time,chris_Arm_3_X (rad/s),chris_Arm_3_Y (rad/s),chris_Arm_3_Z (rad/s),chris_Arm_3_X (m/s^2),chris_Arm_3_Y (m/s^2),chris_Arm_3_Z (m/s^2),chris_Been_3_X (rad/s),chris_Been_3_Y (rad/s),chris_Been_3_Z (rad/s),chris_Been_3_X (m/s^2),chris_Been_3_Y (m/s^2),chris_Been_3_Z (m/s^2),chris_3_Distance (meters),chris_3_Pace (seconds),chris_Arm_1_HR (bpm)
00:00:00.000,-0.0141185879486,-0.050923862307,-0.005483508924500001,-5.8363183135,5.413582397600001,5.6909106901,0.20778286606,-0.03578165135399999,0.04308300800692,-8.029976577800001,-5.423701355,-0.5617518310599999,3.1,161.2,129.0
00:00:00.100,-0.01772567218803,0.004419951373000001,0.0105668847917,-5.779810821500001,5.4691917572,5.6879917602,0.1063027314711,0.018050411551819998,0.03178506987100001,-8.2679517059,-5.191174896300001,-0.12190649414999999,3.1,161.2,129.0
00:00:00.200,-0.015649904125500002,0.004632778792600001,-0.0039553869514,-5.7641084748,5.519831451499999,5.703260009799999,-0.09715076021489999,-0.12026602192750002,0.05800207891100001,-8.286440984454545,-5.457732405363636,-0.3883741899072728,3.1,161.2,129.0
00:00:00.300,-0.0177889198992,0.06795395389,-0.027680527045000004,-5.783223724500001,5.5052667388000005,5.710250473,-0.08817326333299999,-0.136399231848,0.16414891184,-8.6333269043,-4.4156376342999994,-0.6877597961499999,3.1,161.2,129.0
00:00:00.400,-0.045682671294,0.05324769951,-0.03373477906,-6.092247772222223,5.3490100098888895,5.781543884444445,-0.014146498311199995,0.23774159623499996,0.29883273838999996,-9.3883418427,-2.6403892822,-0.19788848877200002,3.1,161.2,129.0
00:00:00.500,-0.05304221892699999,-0.0340278096026,-0.24537467436,-5.8619150848,6.562607986399999,5.4369787444,-0.143843387805,0.240662951571,0.46407063604000004,-8.6755091858,-4.8986831359,-0.561242889347,3.1,161.2,129.0
00:00:00.600,0.028205233255000007,0.55657908067,-0.7670185833900001,-6.1405157319,7.320946014300001,4.3857597657,-0.118024960165,0.251075340804,0.5687656998499999,-8.363138763399999,-4.247372543199999,-0.85764152521,3.1,161.2,129.0
00:00:00.700,-0.2515985442762,0.032984787079999925,-1.64542812394,-10.4110750581,1.7127682801300002,6.4132635494,-0.24066745787999996,0.33529287801299995,0.53055378197,-8.3766107483,-4.0956330871999995,-1.1861334228799998,3.1,161.2,129.0
00:00:00.800,0.20095470668999998,0.87756026546,0.416027389838,0.002859054529999927,3.5922149506000003,3.3584460756,-0.15195140130799997,0.42228375674,0.74939691424,-9.0512129058,-3.4088462676999995,-1.9142942048000002,3.1,161.2,129.0
00:00:00.900,0.0409653266048,0.47549326416999993,-0.17804000553889998,-12.2098993835,5.5819373017,4.4177931516,-0.054903674869999995,0.59476601483,0.8836696923,-8.5177971497,-2.601215744,-2.0524868316,3.1,161.2,129.0
