Time,chris_Arm_2_X (rad/s),chris_Arm_2_Y (rad/s),chris_Arm_2_Z (rad/s),chris_Arm_2_X (m/s^2),chris_Arm_2_Y (m/s^2),chris_Arm_2_Z (m/s^2),chris_Been_2_X (rad/s),chris_Been_2_Y (rad/s),chris_Been_2_Z (rad/s),chris_Been_2_X (m/s^2),chris_Been_2_Y (m/s^2),chris_Been_2_Z (m/s^2),chris_2_Distance (meters),chris_2_Pace (seconds),chris_Arm_1_HR (bpm)
00:00:00.000,0.1486854944388,1.0441487148949,-0.273179810084,-3.529106186,8.633566406499998,3.6317327728000004,-0.13419891203599998,-0.250130218268,0.14357236102800003,-8.4344654388,-5.231815384,-0.78377014161,,,128.0
00:00:00.100,-0.6601632600888888,1.31080822265,-1.2897311250333334,-8.7579577333,5.167060043299999,7.1157078094,0.005295259038800001,0.26718520819,0.27483584285000007,-9.356922180100002,-2.5373435668999997,-0.341694442758,,,
00:00:00.200,-0.1303181932374,-0.47443199158999994,-0.576533517262,-3.3609309081,3.4031431274,4.6200226135,-0.11487085372199998,0.164997557356,0.42404820025,-8.893770309499999,-4.4533891295,-0.33135095213099997,,,
00:00:00.300,0.008999837005999997,0.630458954079,-0.099593052645,-7.0428393401,4.8678472595999995,5.076513336199999,-0.127042604985,0.3234919168,0.56613780259,-8.5637066802,-4.475079025099999,-0.8373437346900001,,,
00:00:00.400,-0.0032754856159999983,0.30881287830000004,-0.209778629987,-8.1494730834,6.0894120027,5.735922088600001,-0.21697550118000003,0.24270184338700002,0.51765658854,-8.0811551515,-4.2067170869,-1.07085813902,,,
00:00:00.500,-0.030083209229300002,0.11195109021840002,-0.26079824267,-6.969147583099999,4.7204936828,4.5947102508999995,-0.19204986691000003,0.4438125521,0.7006482899099999,-9.221528732200001,-3.5975438689000008,-1.6766932984,,,
00:00:00.600,-0.10905868903699997,-0.09455157480099999,-0.047498459367,-8.561296692099999,4.9929870302,4.9845595549,-0.061324729025000004,0.57532835903,0.8550149500400002,-8.3918041535,-2.8332182923,-2.0354073485999997,,,
00:00:00.700,-0.23437402396699997,-0.46557991801200005,-0.34105211049899997,-6.583788940400001,4.950400589,4.586986313,0.041707037022,0.23848541731599998,1.04629927877,-9.35739574109091,-2.4471112061818188,-2.414928131,,,
00:00:00.800,-0.16190822198990001,0.342172226308,0.26482098325500003,-4.5632905885,3.8528379822000005,4.2552461701,-0.018455418198400002,0.05205318722700001,0.98542198542,-9.6889018251,-2.6422005157,-2.2015468599999997,,,
00:00:00.900,-0.5020281381809999,0.8413020431300001,0.7866172224400001,-6.3338237456,3.1000234679000003,4.5987069396,-0.18131602853,0.47604636550999996,0.87196007967,-9.1166119079,-0.19023939521000002,-2.7294989776999996,,,
00:00:01.000,-1.20061372525,0.24511832818999996,0.8481000542699999,-7.1877529907,3.5179693452,5.0591195068,0.006085728101000007,-0.3170189708400001,0.77960835695,-9.9430882417,0.676727737471,-2.4311843263000004,,,128.0
