Time (s),X (rad/s),Y (rad/s),Z (rad/s)
0.0075174166999999875,0.06658083946,0.006955523044000001,-0.007100768386999999
0.017462416699999997,0.06959638,-0.005852753762000001,-0.004640058614
0.027406416700000005,0.07280495018,-0.008962526917,-0.0025705159640000003
0.03735141669999999,0.07456843554999999,-0.004985578358,-0.0014261966570000002
0.047292208299999985,0.07515086978999999,0.00416983664,0.0026870556180000004
0.05723720829999997,0.07076779007999999,0.017492884769999998,0.002647867426
0.06718220829999998,0.07254012674,0.02632446028,0.0007218690589
0.07712620829999998,0.07847782224,0.01846733689,0.001100727357
0.08707120829999997,0.08269440383,-0.01042822562,0.004486138001
0.09701520829999997,0.07909831405000001,-0.032962203030000005,0.0040625697
0.10696020829999998,0.06761449575,-0.04086859524,-0.0007915738969999999
0.11690420829999996,0.056403160099999995,-0.021850099790000004,-0.001555209048
0.12684920829999996,0.05276687816,0.005820942577,-0.007326279301
0.1367942083,0.05947416647999999,0.02091404051,-0.01216089912
0.1467382083,0.07535433024,0.016714502130000003,-0.01062665228
0.1566832083,0.100976415,0.01507691853,-0.00594843505
0.1666272083,0.1118239984,0.007792108227,0.004340687767
0.17657220829999998,0.1171142459,0.001221632119,0.01105632167
0.18651720830000001,0.1127972677,-0.0022998657079999997,0.01293624844
0.19646120829999997,0.11617768560000001,-0.0048585254700000005,0.012918479740000002
0.2064062083,0.1076555699,-0.003080599243,0.010083545
0.2163502083,0.09751350433,-0.000492186984,0.007493071258
0.2262952083,0.0926817283,0.0043995073070000005,0.001233045012
0.2362392083,0.08813080192,-0.01236395165,0.004141691141
0.24618420829999998,0.09060940146,-0.02736260742,0.002153375186
0.25612920829999997,0.09990834445,-0.03125750273,0.003755973652
0.2660732083,0.1213198975,-0.026194300499999996,0.004866777919
0.2760182083,0.14805622400000001,-0.0101061929,0.01216761023
0.28596220829999996,0.181829378,0.01372244023,0.0163652841
0.2959072083,0.2023985237,0.031574368480000004,0.020974500099999998
0.3058512083,0.2097203583,0.03800190613,0.027610562739999997
0.3157962083,0.2141880691,0.025572245940000002,0.03528043628
0.3257402083,0.21460698539999998,0.00034199003130000005,0.045073676849999994
0.3356852083,0.21672037239999997,-0.02678937465,0.04023312405
0.34563020829999996,0.22143310309999997,-0.0367549248,0.04397752881
0.35557420829999997,0.2221461982,-0.02637473494,0.039280314
0.3655192083,0.2183695734,-0.007277474739,0.03221521154
0.37546320829999996,0.2208923995,0.008592991158,0.03329622
0.3854082083,0.2375190407,0.008609503508,0.036833435299999995
0.3953532083,0.2596068978,-0.008613637649,0.04065358639
0.40529720830000004,0.2884563804,-0.036132082339999996,0.051348574460000004
0.4152422083,0.3104387522,-0.045523840930000004,0.058287166060000006
0.4251862083,0.3239979744,-0.02969720587,0.06007228047
0.43513120829999996,0.3241102099,-0.02053465694,0.06354572624
0.4450752083,0.3241211474,-0.03087544255,0.07000202686000001
0.4550202083,0.3301460445,-0.048801645639999995,0.07259317487000001
0.46496420829999996,0.3350265622,-0.05684598908,0.07598790526
0.47490920829999994,0.3411581218,-0.060877799989999995,0.07530149817000001
0.48485420830000003,0.3404587507,-0.06955011934,0.07064603269
0.4947982083,0.3276511729,-0.08621699363,0.07272324711
0.5047432083,0.3039631546,-0.10159222039999999,0.07555285841
0.5146872083,0.2756699324,-0.09071566163999999,0.09203621744999999
0.5246322083,0.25820359589999997,-0.05369905755,0.1126237884
0.5345762083,0.2401957214,-0.006764899939,0.1316813678
0.5445212083,0.2250338197,0.01289615314,0.1295865327
0.5544662083,0.1961077005,0.01532335114,0.1019339636
0.5644102083,0.1722183377,0.011351512749999999,0.0734647736
0.5743552083,0.146052435,0.01335930452,0.0624540709
0.5842992083,0.1167004183,0.006834826898,0.06563334912
0.5942442083,0.07880541682,-0.02057534829,0.07675880194
0.6041882083,0.039287839080000005,-0.06754818558999999,0.1015842631
0.6141332083,0.009821137413,-0.07701674849,0.1343627423
0.6240782082999999,0.00039487873439999994,-0.039160449060000005,0.1657363772
0.6340222083,0.007891665213,0.02113907598,0.1822996587
0.6439672083,0.002798369853,0.06362795085,0.1938354075
0.6539112082999999,-0.014562543480000002,0.06899098307,0.18771713969999998
0.6638562083,-0.0345743373,0.03945972025,0.173573643
0.6738002083,-0.05279583484,0.01705005579,0.1573754996
0.6837452083,-0.07332135737,0.0041116196659999995,0.148484543
0.6936902082999999,-0.09121219813999999,5.955691448999999e-06,0.15086466070000001
0.7036342083,-0.09046944231000001,0.0009311378234999999,0.1622938812
0.7135792083,-0.07845903933,0.038273442539999994,0.1831902266
0.7235232082999999,-0.058690927920000004,0.06549520791,0.19972446559999998
0.7334682083,-0.041876398030000005,0.06504612416,0.2138145119
0.7434122083,-0.048091948030000005,0.047314271330000005,0.22630526129999998
0.7533572083,-0.06520859152000001,0.04418482631,0.2336552441
0.7633022083,-0.07020468265,0.05657358468,0.2312860936
0.7732462083,-0.07447825372,0.04537179694,0.22785301510000003
0.7831912083,-0.08614050597,0.008927769959,0.22882772980000002
0.7931352083,-0.09586403518999999,-0.028771620239999997,0.2368075848
0.8030802083,-0.1084525287,-0.05329773575,0.2501436472
